2Ki 1:1	ΚΑΙ ἠθέτησεν Μωὰβ ἐν Ἰσραὴλ μετὰ τὸ ἀποθανεῖν Ἀχαάβ.
2Ki 9:19	καὶ ἀπέστειλεν ἐπιβάτην ἵππου δεύτερον, καὶ ἦλθεν πρὸς αὐτὸν καὶ εἶπεν Τάδε λέγει ὁ βασιλεύς Ἦ εἰρήνη; καὶ εἶπεν Εἰού Τί σοι καὶ εἰρήνῃ; ἐπιστρέφου εἰς τὰ ὀπίσω μου.
2Ki 9:20	καὶ ἀπήγγειλεν ὁ σκοπὸς λέγων Ἦλθεν ἕως αὐτῶν καὶ οὐκ ἀνέστρεψεν· καὶ ὁ ἄγων ἦγεν τὸν Εἰοὺ υἱὸν Ναμεσσείου, ὅτι ἐν παραλλαγῇ ἐγένετο.
2Ki 9:21	καὶ εἶπεν Ἰωράμ Ζεῦξον· καὶ ἔζευξεν ἅρμα. καὶ ἐξῆλθεν Ἰωρὰμ βασιλεὺς Ἰσραὴλ καὶ Ὀχοζεὶ βασιλεὺς Ἰούδα, ἀνὴρ ἐν τῷ ἅρματι αὐτοῦ, καὶ ἐξῆλθον εἰς ἀπαντὴν Εἰού, καὶ εὗρον αὐτὸν ἐν τῇ μερίδι Ναβουθαὶ τοῦ Ἰσραηλείτου.
2Ki 9:22	καὶ ἐγένετο ὡς εἶδεν Ἰωρὰμ τὸν Εἰού, καὶ εἶπεν Ἦ εἰρήνη, Εἰού; καὶ εἶπεν Εἰού Τί εἰρήνη; ἔτι αἱ πορνεῖαι Ἰεζάβελ τῆς μητρός σου καὶ τὰ φάρμακα αὐτῆς τὰ πολλά.
2Ki 9:23	καὶ ἐπέστρεψεν Ἰωρὰμ τὰς χεῖρας αὐτοῦ καὶ ἔφυγεν, καὶ εἶπεν πρὸς Ὀχοζείαν Δόλος, Ὀχοζεία.
2Ki 9:24	καὶ ἔπλησεν Εἰοὺ τὴν χεῖρα αὐτοῦ ἐν τῷ τόξῳ καὶ ἐπάταξεν τὸν Ἰωρὰμ ἀνὰ μέσον τῶν βραχιόνων αὐτοῦ, καὶ ἐξῆλθεν τὸ βέλος αὐτοῦ διὰ τῆς καρδίας αὐτοῦ, καὶ ἔκαμψεν ἐπὶ τὰ γόνατα αὐτοῦ.
2Ki 9:25	καὶ εἶπεν πρὸς Βαδεκὰ τὸν τριστάτην αὐτοῦ Ῥίψαι αὐτὸν ἐν τῇ μερίδι ἀγροῦ Ναβουθαὶ τοῦ Ἰσραηλείτου· ὅτι μνημονεύω, ἐγὼ καὶ σὺ ἐπιβεβηκότες ἐπὶ ζεύγη ὀπίσω Ἀχαὰβ τοῦ πατρὸς αὐτοῦ, καὶ Κύριος ἔλαβεν ἐπ᾽ αὐτὸν τὸ λῆμμα τοῦτο
2Ki 9:26	Εἰ μὴ τὰ αἵματα Ναβουθαὶ καὶ τὰ αἵματα τῶν υἱῶν αὐτοῦ εἶδον ἐχθές, φησὶν Κύριος· καὶ ἀνταποδώσω αὐτῷ ἐν τῇ μερίδι ταύτῃ, φησὶν Κυρίος. καὶ νῦν ἄρας δὴ ῥίψον αὐτὸν ἐν τῇ μερίδι κατὰ τὸ ῥῆμα Κύριου.
2Ki 9:27	καὶ Ὀχοζείας βασιλεὺς Ἰούδα εἶδεν, καὶ ἔφυγεν ὁδὸν Βαιθάν· καὶ ἐδίωξεν ὀπίσω αὐτοῦ Εἰοὺ καὶ εἶπεν Καί γε αὐτόν· καὶ ἐπάταξεν αὐτὸν πρὸς τῷ ἅρματι ἐν τῷ ἀναβαίνειν Γαί, ἥ ἐστιν Ἐκβλαάμ· καὶ ἔφυγεν εἰς Μαγεδαών, καὶ ἀπέθανεν ἐκεῖ.
2Ki 9:28	καὶ ἐπεβίβασαν αὐτὸν οἱ παῖδες αὐτοῦ ἐπὶ τὸ ἅρμα καὶ ἤγαγον αὐτὸν εἰς Ἰερουσαλήμ, καὶ ἔθαψαν αὐτὸν ἐν τῷ τάφῳ αὐτοῦ ἐν πόλει Δαυείδ.
2Ki 9:29	Καὶ ἐν ἔτει ἑνδεκάτῳ Ἰωρὰμ βασιλεῖ Ἰσραὴλ ἐβασίλευσεν Ὀχοζείας ἐπὶ Ἰούδαν.
2Ki 9:30	Καὶ ἦλθεν Εἰοὺ ἐπὶ Ἰσραήλ· καὶ Ἰεζάβελ ἤκουσεν καὶ ἐστιμίσατο τοὺς ὀφθαλμοὺς αὐτῆς καὶ ἠγάθυνεν τὴν κεφαλὴν αὐτῆς, καὶ διέκυψεν διὰ τῆς θυρίδος.
2Ki 9:31	καὶ Εἰοὺ εἰσεπορεύετο ἐν τῇ πόλει, καὶ εἶπεν Ἦ εἰρήνη, Ζαμβρεί, ὁ φονευτὴς τοῦ κυρίου αὐτοῦ;
2Ki 9:32	καὶ ἐπῆρεν τὸ πρόσωπον αὐτοῦ εἰς τὴν θυρίδα καὶ εἶδεν αὐτήν, καὶ εἶπεν Τίς εἶ σύ; κατάβηθι μετ᾽ ἐμοῦ· καὶ κατέκυψαν πρὸς αὐτὸν δύο εὐνοῦχοι.
2Ki 9:33	καὶ εἶπεν Κυλίσατε αὐτήν· καὶ ἐκύλισαν αὐτήν, καὶ ἐραντίσθη τοῦ αἵματος αὐτῆς πρὸς τὸν τοῖχον καὶ πρὸς τοὺς ἵππους, καὶ συνεπάτησαν αὐτήν.
2Ki 9:34	καὶ εἰσῆλθεν καὶ ἔφαγεν καὶ ἔπιεν, καὶ εἶπεν Ἐπισκέψασθε δὴ τὴν κατηραμένην ταύτην καὶ θάψατε αὐτήν, ὅτι θυγάτηρ βασιλέως ἐστίν.
2Ki 9:35	καὶ ἐπορεύθησαν θάψαι αὐτήν, καὶ οὐχ εὗρον ἐν αὐτῇ ἄλλο τι ἢ τὸ κρανίον καὶ οἱ πόδες καὶ τὰ ἴχνη τῶν χειρῶν.
2Ki 9:36	καὶ ἐπέστρεψαν καὶ ἀνήγγειλαν αὐτῷ, καὶ εἶπεν Λόγος Κυρίου ὃν ἐλάλησεν ἐν χειρὶ Ἠλειοὺ τοῦ Θεσβείτου λέγων Ἐν τῇ μερίδι Ἰσραὴλ καταφάγονται οἱ κύνες τὰς σάρκας Ἰεζάβελ.
2Ki 9:37	καὶ ἔσται τὸ θνησιμαῖον Ἰεζάβελ ὡς κοπρία ἐπὶ προσώπου τοῦ ἀγροῦ ἐν τῇ μερίδι Ἰσραήλ, ὥστε μὴ εἰπεῖν αὐτούς Ἰεζάβελ.
2Ki 10:1	Καὶ τῷ Ἀχαὰβ ἑβδομήκοντα υἱοὶ ἐν Σαμαρείᾳ. καὶ ἔγραψεν Εἰοὺ βιβλίον καὶ ἀπέστειλεν ἐν Σαμαρείᾳ πρὸς τοὺς ἄρχοντας Σαμαρείας καὶ πρὸς τοὺς πρεσβυτέρους καὶ πρὸς τοὺς τιθηνοὺς Ἀχαὰβ λέγων
2Ki 10:2	Καὶ νῦν ὡς ἐὰν ἔλθῃ τὸ βιβλίον τοῦτο πρὸς ὑμᾶς, καὶ μεθ᾽ ὑμῶν οἱ υἱοὶ τοῦ κυρίου ὑμῶν, καὶ μεθ᾽ ὑμῶν τὸ ἅρμα καὶ ἵπποι καὶ πόλεις ὀχυραὶ καὶ τὰ ὅπλα.
2Ki 10:3	καὶ ὄψεσθε τὸν ἀγαθὸν καὶ τὸν εὐθῆ ἐν τοῖς υἱοῖς τοῦ κυρίου ὑμῶν καὶ καταστήσετε αὐτὸν ἐπὶ τὸν θρόνον τοῦ πατρὸς αὐτοῦ, καὶ πολεμεῖτε ὑπὲρ τοῦ οἴκου τοῦ κυρίου ὑμῶν.
2Ki 10:4	καὶ ἐφοβήθησαν σφόδρα, καὶ εἶπον Ἰδοὺ οἱ δύο βασιλεῖς οὐκ ἔστησαν κατὰ πρόσωπον αὐτοῦ, καὶ πῶς στησόμεθα ἡμεῖς;
2Ki 10:5	καὶ ἀπέστειλαν οἱ ἐπὶ τοῦ οἴκου καὶ οἱ ἐπὶ τῆς πόλεως καὶ οἱ πρεσβύτεροι καὶ οἱ τιθηνοὶ πρὸς Εἰοὺ λέγοντες Παῖδές σου ἡμεῖς, καὶ ὅσα ἐὰν εἴπῃς πρὸς ἡμᾶς ποιήσομεν· οὐ βασιλεύσομεν ἄνδρα, τὸ ἀγαθὸν ἐν ὀφθαλμοῖς σου ποιήσομεν.
2Ki 10:6	καὶ ἔγραψεν πρὸς αὐτοὺς βιβλίον δεύτερον λέγων Εἰ ἐμοὶ ὑμεῖς καὶ τῆς φωνῆς μου ὑμεῖς εἰσακούετε, λάβετε τὴν κεφαλὴν ἀνδρῶν τῶν υἱῶν τοῦ κυρίου ὑμῶν καὶ ἐνέγκατε πρὸς μὲ ὡς ἡ ὥρα αὔριον εἰς Ἰσραήλ. καὶ οἱ υἱοὶ τοῦ βασιλέως ἦσαν ἑβδομήκοντα ἄνδρες· οὗτοι ἁδροὶ τῆς πόλεως ἐξέτρεφον αὐτούς.
2Ki 10:7	καὶ ἐγένετο ὡς ἦλθεν τὸ βιβλίον πρὸς αὐτούς, καὶ ἔλαβον τοὺς υἱοὺς τοῦ βασιλέως καὶ ἔσφαξαν αὐτούς, ἑβδομήκοντα ἄνδρας· καὶ ἔθηκαν τὰς κεφαλὰς αὐτῶν ἐν καρτάλλοις καὶ ἀπέστειλαν αὐτὰς πρὸς αὐτὸν εἰς Ἰσραήλ.
2Ki 10:8	καὶ ἦλθεν ὁ ἄγγελος καὶ ἀπήγγειλεν λέγων Ἤνεγκα τὰς κεφαλὰς τῶν υἱῶν τοῦ βασιλέως· καὶ εἶπεν Θέτε αὐτὰς βουνοὺς δύο παρὰ τὴν θύραν τῆς πύλης πόλεως εἰς πρωί.
2Ki 10:9	καὶ ἐγένετο πρωὶ καὶ ἐξῆλθεν καὶ ἔστη, καὶ εἶπεν πρὸς πάντα τὸν λαόν Δίκαιοι ὑμεῖς, ἰδοὺ ἐγώ εἰμι συνεστράφην ἐπὶ τὸν κύριόν μου καὶ ἀπέκτεινα αὐτόν· καὶ τίς ἐπάταξεν πάντας τούτους;
2Ki 10:10	ἴδετε ἀφφώ, ὅτι οὐ πεσεῖται ἀπὸ τοῦ ῥήματος Κυρίου εἰς τὴν γῆν οὗ ἐλάλησεν Κύριος ἐπὶ τὸν οἶκον Ἀχαάβ· καὶ Κύριος ἐποίησεν ὅσα ἐλάλησεν ἐν χειρὶ δούλου αὐτοῦ Ἠλειού.
2Ki 10:11	καὶ ἐπάταξεν Εἰοὺ πάντας τοὺς ἐν τῷ οἴκῳ Ἀχαὰβ καταλειφθέντας ἐν Ἰσραήλ, καὶ πάντας τοὺς ἁδροὺς αὐτοῦ καὶ τοὺς γνωστοὺς αὐτοῦ καὶ τοὺς ἱερεῖς αὐτοῦ, ὥστε μὴ καταλιπεῖν αὐτοὺς κατάλιμμα.
2Ki 10:12	καὶ ἀνέστη καὶ ἐπορεύθη εἰς Σαμάρειαν. Αὐτὸς ἐν Βαιθάκαθ τῶν ποιμένων ἐν τῇ ὁδῷ,
2Ki 10:13	καὶ Εἰοὺ εὗρεν τοὺς ἀδελφοὺς Ὀχοζείου βασιλέως Ἰούδα καὶ εἶπεν Τίνες ὑμεῖς; καὶ εἶπον Οἱ ἀδελφοὶ Ὀχοζείου ἡμεῖς, καὶ κατέβημεν εἰς εἰρήνην τῶν υἱῶν τοῦ βασιλέως καὶ τῶν υἱῶν τῆς δυναστευούσης.
2Ki 10:14	καὶ εἶπεν Συλλάβετε αὐτοὺς ζῶντας· καὶ ἔσφαξαν αὐτοὺς εἰς Βαιθάκαθ τεσσεράκοντα καὶ δύο ἄνδρας· οὐ κατέλιπεν ἄνδρα ἐξ αὐτῶν.
2Ki 10:15	Καὶ ἐπορεύθη ἐκεῖθεν καὶ ἔλαβεν τὸν Ἰωναδὰβ υἱὸν Ῥηχὰβ εἰς ἀπαντὴν αὐτοῦ, καὶ εὐλόγησεν αὐτόν· καὶ εἶπεν πρὸς αὐτὸν Εἰού Εἰ ἔστιν καρδία σου μετὰ καρδίας μου εὐθεῖα καθὼς ἡ καρδία μου μετὰ τῆς καρδίας σου; καὶ εἶπεν Ἰωναδάβ Ἔστιν· καὶ εἶπεν Εἰού Καὶ εἰ ἔστιν, δὸς τὴν χεῖρά σου· καὶ ἔδωκεν τὴν χεῖρα αὐτοῦ· καὶ ἀνεβίβασεν αὐτὸν πρὸς αὐτὸν ἐπὶ τὸ ἅρμα,
2Ki 10:16	καὶ εἶπεν πρὸς αὐτόν Δεῦρο μετ᾽ ἐμοῦ καὶ ἴδε ἐν τῷ ζηλῶσαί με τῷ κυρίῳ· καὶ ἐπεκάθισεν αὐτὸν ἐν τῷ ἅρματι αὐτοῦ.
2Ki 10:17	καὶ εἰσῆλθεν εἰς Σαμάρειαν, καὶ ἐπάταξεν πάντας τοὺς καταλειφθέντας τοῦ Ἀχαὰβ ἐν Σαμαρείᾳ ἕως τοῦ ἀφανίσαι αὐτόν, κατὰ τὸ ῥῆμα Κυρίου ὃ ἐλάλησεν πρὸς Ἠλειού.
2Ki 10:18	καὶ ἐζήλωσεν Εἰοὺ πάντα τὸν λαὸν καὶ εἶπεν πρὸς αὐτούς Ἀχαὰβ ἐδούλευσεν τῷ Βάαλ ὀλίγα, Εἰοὺ δουλεύσει αὐτῷ πολλά.
2Ki 10:19	καὶ νῦν, πάντες οἱ προφῆται τοῦ Βάαλ, πάντας τοὺς δούλους αὐτοῦ καὶ τοὺς ἱερεῖς αὐτοῦ καλέσατε πρὸς μέ· ἀνὴρ μὴ ἐπισκεπήτω, ὅτι θυσία μεγάλη μοι τῷ Βάαλ· πᾶς ὃς ἐὰν ἐπισκεπῇ οὐ ζήσεται. καὶ Εἰοὺ ἐποίησεν ἐν πτερνισμῷ, ἵνα ἀπολέσῃ τοὺς δούλους τοῦ Βάαλ.
2Ki 10:20	καὶ εἶπεν Εἰού Ἁγιάσατε ἱερείαν τῷ Βάαλ· καὶ ἐκήρυξεν.
2Ki 10:21	καὶ ἀπέστειλεν Εἰοὺ ἐν παντὶ Ἰσραὴλ λέγων Καὶ νῦν πάντες οἱ δοῦλοι αὐτοῦ καὶ πάντες οἱ ἱερεῖς αὐτοῦ καὶ πάντες οἱ προφῆται αὐτοῦ, μηδεὶς ἀπολειπέσθω, ὅτι θυσίαν μεγάλην ποιῶ· ὃς ἂν ἀπολειφθῇ οὐ ζήσεται. καὶ ἦλθον πάντες οἱ δοῦλοι τοῦ Βάαλ καὶ πάντες οἱ ἱερεῖς αὐτοῦ καὶ πάντες οἱ προφῆται αὐτοῦ· οὐ κατελείφθη ἀνὴρ ὃς οὐ παρεγένετο· καὶ εἰσῆλθον εἰς τὸν οἶκον τοῦ Βάαλ, καὶ ἐπλήσθη ὁ οἶκος τοῦ Βάαλ στόμα εἰς στόμα.
2Ki 10:22	καὶ εἶπεν τῷ ἐπὶ τοῦ οἴκου μεσθαάλ Ἐξάγαγε ἔνδυμα πᾶσι τοῖς δούλοις τοῦ Βάαλ· καὶ ἐξήνεγκεν αὐτοῖς ὁ στολιστής.
2Ki 10:23	καὶ εἰσῆλθεν Εἰοὺ καὶ Ἰωναδὰβ υἱὸς Ῥηχὰβ εἰς οἶκον τοῦ Βάαλ· καὶ εἶπεν τοῖς δούλοις τοῦ Βάαλ Ἐρευνήσατε καὶ ἴδετε εἰ ἔστιν μεθ᾽ ὑμῶν τῶν δούλων Κυρίου, ὅτι ἀλλ᾽ ἢ οἱ δοῦλοι τοῦ Βάαλ μονώτατοι.
2Ki 10:24	καὶ εἰσῆλθεν τοῦ ποιῆσαι τὰ θύματα καὶ τὰ ὁλοκαυτώματα· καὶ Εἰοὺ ἔταξεν ἑαυτῷ ἔξω ὀγδοήκοντα ἄνδρας καὶ εἶπεν Ἀνὴρ ὃς ἐὰν διασωθῇ ἀπὸ τῶν ἀνδρῶν ὧν ἐγὼ ἀνάγω ἐπὶ χεῖρας ὑμῶν, ἡ ψυχὴ αὐτοῦ ἀντὶ τῆς ψυχῆς αὐτοῦ.
2Ki 10:25	καὶ ἐγένετο ὡς συνετέλεσεν ποιῶν τὴν ὁλοκαύτωσιν, καὶ εἶπεν Εἰοὺ τοῖς παρατρέχουσιν καὶ τοῖς τριστάταις Εἰσελθόντες πατάξατε αὐτούς, ἀνὴρ μὴ ἐξελθάτω ἐξ αὐτῶν· καὶ ἐπάταξαν αὐτοὺς ἐν στόματι ῥομφαίας, καὶ ἔρριψαν οἱ παρατρέχοντες καὶ οἱ τριστάται, καὶ ἐπορεύθησαν ἕως πόλεως οἴκου τοῦ Βάαλ.
2Ki 10:26	καὶ ἐξήνεγκαν τὴν στολὴν τοῦ Βὰαλ καὶ ἐνέπρησαν αὐτήν.
2Ki 10:27	καὶ κατέσπασαν τὰς στήλας τοῦ Βάαλ, καὶ ἐπάταξεν αὐτὸν εἰς λυτρῶνας ἕως τῆς ἡμέρας ταύτης.
2Ki 10:28	καὶ ἠφάνισεν Εἰοὺ τὸν Βάαλ ἐξ Ἰσραήλ.
2Ki 10:29	πλὴν ἁμαρτιῶν Ἰεροβοὰμ υἱοῦ Ναβὰτ ὃς ἐξήμαρτεν τὸν Ἰσραήλ, οὐκ ἀπέστη Εἰοὺ ἔμπροσθεν αὐτῶν, αἱ δαμάλεις αἱ χρυσαῖ ἐν Βαιθὴλ καὶ ἐν Δάν.
2Ki 10:30	Καὶ εἶπεν Κύριος πρὸς Εἰού Ἀνθ᾽ ὧν ὅσα ἠγάθυνας ποιῆσαι τὸ εὐθὲς ἐν ὀφθαλμοῖς μου κατὰ πάντα ὅσα ἐν τῇ καρδίᾳ μου ἐποίησας τῷ οἴκῳ Ἀχαάβ, υἱοὶ τέταρτοι καθήσονταί σοι ἐπὶ θρόνου Ἰσραήλ.
2Ki 10:31	καὶ Εἰοὺ οὐκ ἐφύλαξεν πορεύεσθαι ἐν νόμῳ Κυρίου θεοῦ Ἰσραὴλ ἐν ὅλῃ καρδίᾳ αὐτοῦ, οὐκ ἀπέστη ἐπάνωθεν ἁμαρτιῶν Ἰεροβοὰμ ὃς ἐξήμαρτεν τὸν Ἰσραήλ.
2Ki 10:32	Ἐν ταῖς ἡμέραις ἐκείναις ἤρξατο Κύριος συνκόπτειν ἐν τῷ Ἰσραὴλ, καὶ ἐπάταξεν αὐτοὺς Ἁζαὴλ καὶ ἐν παντὶ ὁρίῳ Ἰσραήλ,
2Ki 10:33	ἀπὸ τοῦ Ἰορδάνου κατ᾽ ἀνατολὰς ἡλίου πᾶσαν τὴν Γαλαάδ, τοῦ Γαδδεὶ καὶ τοῦ Ῥουβὴν καὶ τοῦ Μανασσή, ἀπὸ Ἀροὴρ ἥ ἐστιν ἐπὶ τοῦ χεὶλους χειμάρρου Ἀρνών, καὶ τὴν Γαλαὰδ καὶ τὴν Βασάν.
2Ki 10:34	καὶ τὰ λοιπὰ τῶν λόγων Εἰοὺ καὶ πάντα ὅσα ἐποίησεν καὶ πᾶσα ἡ δυναστεία αὐτοῦ καὶ τὰς συνάψεις ἃς συνῆψεν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ;
2Ki 10:35	καὶ ἐκοιμήθη Εἰοὺ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἔθαψαν αὐτὸν ἐν Σαμαρείᾳ· καὶ ἐβασίλευσεν Ἰωαχὰς υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
2Ki 10:36	καὶ αἱ ἡμέραι ἃς ἐβασίλευσεν Εἰοὺ ἐπὶ Ἰσραὴλ εἴκοσι ὀκτὼ ἔτη ἐν Σαμαρείᾳ.
2Ki 11:1	Καὶ Γοθολία ἡ μήτηρ Ὀχοζείου εἶδεν ὅτι ἀπέθανεν ὁ υἱὸς αὐτῆς, καὶ ἀπώλεσεν πᾶν τὸ σπέρμα τῆς βασιλείας.
2Ki 11:2	καὶ ἔλαβεν Ἰωσάβεε θυγάτηρ τοῦ βασιλέως Ἰωρὰμ ἀδελφὴ Ὀχοζείου τὸν Ἰωὰς υἱὸν ἀδελφοῦ αὐτῆς καὶ ἔκλεψεν αὐτὸν ἐκ μέσου τῶν υἱῶν τοῦ βασιλέως τῶν θανατουμένων, αὐτὸν καὶ τὴν τροφὸν αὐτοῦ, ἐν τῷ ταμείῳ τῶν κλινῶν, καὶ ἔκρυψεν αὐτὸν ἀπὸ προσώπου Γοθολίας καὶ οὐκ ἐθανατώθη.
