Gen 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Gen 19:22	σπεῦσον οὖν τοῦ σωθῆναι ἐκεῖ· οὐ γὰρ δυνήσομαι ποιῆσαι πρᾶγμα ἕως τοῦ σε ἐλθεῖν ἐκεῖ. διὰ τοῦτο ἐπωνόμασεν τὸ ὄνομα τῆς πόλεως ἐκείνης Σήγωρ.
Gen 19:23	ὁ ἥλιος ἐξῆλθεν ἐπὶ τὴν γῆν, καὶ Λὼτ εἰσῆλθεν εἰς Σήγωρ,
Gen 19:24	καὶ Κύριος ἔβρεξεν ἐπὶ Σόδομα καὶ Γόμορρα θεῖον καὶ πῦρ παρὰ Κυρίου ἐκ τοῦ οὐρανοῦ,
Gen 19:25	καὶ κατέστρεψεν τὰς πόλεις ταύτας ἐν αἷς κατῴκει ἐν αὐταῖς Λὼτ καὶ πᾶσαν περίοικον καὶ πάντας τοὺς κατοικοῦντας ἐν ταῖς πόλεσιν καὶ πάντα τὰ ἀνατέλλοντα ἐκ τῆς γῆς.
Gen 19:26	καὶ ἐπέβλεψεν ἡ γυνὴ αὐτοῦ εἰς τὰ ὀπίσω, καὶ ἐγένετο στήλη ἁλός. ⸆
Gen 19:27	ὤρθρισεν δὲ Ἀβραὰμ τὸ πρωὶ εἰς τὸν τόπον οὗ ἱστήκει ἐναντίον Κυρίου,
Gen 19:28	καὶ ἐπέβλεψεν ἐπὶ πρόσωπον Σοδόμων καὶ Γομόρρας καὶ ἐπὶ πρόσωπον τῆς γῆς τῆς περιχώρου, καὶ ἴδεν· καὶ ἰδοὺ ἀνέβαινεν φλὸξ τῆς γῆς ὡσεὶ ἀτμὶς καμίνου.
Gen 19:29	Καὶ ἐγένετο ἐν τῷ ἐκτρίψαι Κύριον πάσας τὰς πόλεις τῆς περιοίκου, ἐμνήσθη ὁ θεὸς τοῦ Ἀβραὰμ καὶ ἐξαπέστειλεν τὸν Λὼτ ἐκ μέσου τῆς καταστροφῆς, ἐν τῷ καταστρέψαι Κύριον τὰς πόλεις ἐν αἷς κατῴκει ἐν αὐταῖς Λώτ.
Gen 19:30	⸂⸆⸃ Καὶ ἐξῆλθεν Λὼτ ἐκ Σήγωρ, καὶ ἐκάθητο ἐν τῷ ὄρει καὶ αἱ δύο θυγατέρες αὐτοῦ μετ᾽ αὐτοῦ· ἐφοβήθη γὰρ κατοικῆσαι ἐν Σήγωρ· καὶ ᾤκησεν ἐν τῷ σπηλαίῳ αὐτὸς καὶ αἱ δύο θυγατέρες αὐτοῦ μετ᾽ αὐτοῦ.
Gen 19:31	εἶπεν δὲ ἡ πρεσβυτέρα πρὸς τὴν νεωτέραν Ὁ πατὴρ ἡμῶν πρεσβύτερος, καὶ οὐδείς ἐστιν ἐπὶ τῆς γῆς ὃς εἰσελεύσεται πρὸς ἡμᾶς ὡς καθήκει πάσῃ τῇ γῇ.
Gen 19:32	δεῦρο οὖν ποτίσωμεν τὸν πατέρα ἡμῶν οἶνον καὶ κοιμηθῶμεν μετ᾽ αὐτοῦ, καὶ ἐξαναστήσωμεν ἐκ τοῦ πατρὸς ἡμῶν σπέρμα.
Gen 19:33	ἐπότισαν δὲ τὸν πατέρα αὐτῶν οἶνον ἐν τῇ νυκτὶ ταύτῃ, καὶ εἰσελθοῦσα ἡ πρεσβυτέρα ἐκοιμήθη μετὰ τοῦ πατρὸς αὐτῆς τὴν νύκτα ἐκείνην· καὶ οὐκ ᾔδει ἐν τῷ κοιμηθῆναι αὐτὴν καὶ ἀναστῆναι.
Gen 19:34	ἐγένετο δὲ τῇ ἐπαύριον καὶ εἶπεν ἡ πρεσβυτέρα πρὸς τὴν νεωτέραν Ἰδοὺ ἐκοιμήθην ἐχθὲς μετὰ τοῦ πατρὸς ἡμῶν· ποτίσωμεν αὐτὸν οἶνον καὶ τὴν νύκτα ταύτην, καὶ εἰσελθοῦσα κοιμήθητι μετ᾽ αὐτοῦ, καὶ ἐξαναστήσωμεν ἐκ τοῦ πατρὸς ἡμῶν σπέρμα.
Gen 19:35	ἐπότισαν δὲ καὶ ἐν τῇ νυκτὶ ἐκείνῃ τὸν πατέρα αὐτῶν οἶνον, καὶ εἰσελθοῦσα ἡ νεωτέρα ἐκοιμήθη μετὰ τοῦ πατρὸς αὐτῆς· καὶ οὐκ ᾔδει ἐν τῷ κοιμηθῆναι αὐτὴν καὶ ἀναστῆναι.
Gen 19:36	καὶ συνέλαβον αἱ δύο θυγατέρες Λὼτ ἐκ τοῦ πατρὸς αὐτῶν.
Gen 19:37	καὶ ἔτεκεν ἡ πρεσβυτέρα υἱόν, καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Μωὰβ λέγουσα Ἐκ τοῦ πατρός μου· οὗτος πατὴρ Μωαβιτῶν ἕως τῆς σήμερον ἡμέρας.
Gen 19:38	ἔτεκεν δὲ καὶ ἡ νεωτέρα υἱόν, καὶ ἐκάλεσεν τὸ ὄνομα αὐτοῦ Ἀμμάν, ὁ υἱὸς τοῦ γένους μου· οὗτος πατὴρ Ἀμμανιτῶν ἕως τῆς σήμερον ἡμέρας.
Gen 20:1	Καὶ ἐκίνησεν ἐκεῖθεν Ἀβραὰμ εἰς γῆν πρὸς λίβα, καὶ ᾤκησεν ἀνὰ μέσον Καδὴς καὶ ἀνὰ μέσον Σούρ· καὶ παρῴκησεν ἐν Γεράροις.
Gen 20:2	εἶπεν δὲ Ἀβραὰμ περὶ Σάρρας τῆς γυναικὸς αὐτοῦ ὅτι Ἀδελφή μού ἐστιν· ἐφοβήθη γὰρ εἰπεῖν ὅτι Γυνή μού ἐστιν, μή ποτε ἀποκτείνωσιν αὐτὸν οἱ ἄνδρες τῆς πόλεως δι᾽ αὐτήν. ἀπέστειλεν δὲ Ἀβιμέλεχ βασιλεὺς Γεράρων καὶ ἔλαβεν τὴν Σάρραν.
Gen 20:3	καὶ εἰσῆλθεν ὁ θεὸς πρὸς Ἀβιμέλεχ ἐν ὕπνῳ τὴν νύκτα, καὶ εἶπεν αὐτῷ Ἰδοὺ σὺ ἀποθνήσκεις περὶ τῆς γυναικὸς ἧς ἔλαβες· αὕτη δέ ἐστιν συνῳκηκυῖα ἀνδρί. ⸆
Gen 20:4	Ἀβιμέλεχ δὲ οὐχ ἥψατο αὐτῆς, καὶ εἶπεν Κύριε, ἔθνος ἀγνοοῦν καὶ δίκαιον ἀπολεῖς;
Gen 20:5	οὐκ αὐτός μοι εἶπεν Ἀδελφή μού ἐστιν; καὶ αὕτη μοι εἶπεν Ἀδελφός μού ἐστιν· ἐν καθαρᾷ καρδίᾳ καὶ ἐν δικαιοσύνῃ χειρῶν ἐποίησα τοῦτο.
Gen 20:6	εἶπεν δὲ αὐτῷ ὁ θεὸς καθ᾽ ὕπνον Κἀγὼ ἔγνων ὅτι ἐν καθαρᾷ καρδίᾳ ἐποίησας τοῦτο, καὶ ἐφεισάμην ἐγώ σου τοῦ μὴ ἁμαρτεῖν σε εἰς ἐμέ· ἕνεκεν τούτου οὐκ ἀφῆκά σε ἅψασθαι αὐτῆς.
Gen 20:7	νῦν δὲ ἀπόδος τὴν γυναῖκα τῷ ἀνθρώπῳ, ὅτι προφήτης ἐστὶν καὶ προσεύξεται περὶ σοῦ, καὶ ζήσῃ· εἰ δὲ μὴ ἀποδίδως, γνῶθι ὅτι ἀποθανῇ σὺ καὶ πάντα τὰ σά.
Gen 20:8	καὶ ὤρθρισεν Ἀβιμέλεχ τὸ πρωὶ καὶ ἐκάλεσεν πάντας τοὺς παῖδας αὐτοῦ, καὶ ἐλάλησεν πάντα τὰ ῥήματα ταῦτα εἰς τὰ ὦτα αὐτῶν· ἐφοβήθησαν δὲ πάντες οἱ ἄνθρωποι σφόδρα.
Gen 20:9	καὶ ἐκάλεσεν Ἀβιμέλεχ τὸν Ἀβραὰμ καὶ εἶπεν αὐτῷ Τί τοῦτο ἐποίησας ἡμῖν; μή τι ἡμάρτομεν εἰς σέ, ὅτι ἐπήγαγες ἐπ᾽ ἐμὲ καὶ ἐπὶ τὴν βασιλείαν μου ἁμαρτίαν μεγάλην; ἔργον ὃ οὐδεὶς ποιήσει πεποίηκάς μοι.
Gen 20:10	εἶπεν δὲ Ἀβιμέλεχ τῷ Ἀβραάμ Τί ἐνιδὼν ἐποίησας τοῦτο;
Gen 20:11	εἶπεν δὲ Ἀβραάμ Εἶπα γάρ Ἄρα οὐκ ἔστιν θεοσέβεια ἐν τῷ τόπῳ, τούτῳ, ἐμέ τε ἀποκτενοῦσιν ἕνεκεν τῆς γυναικός μου.
Gen 20:12	καὶ γὰρ ἀληθῶς ἀδελφή μού ἐστιν ἐκ πατρός, ἀλλ᾽ οὐκ ἐκ μητρός· ἐγενήθη δέ μοι εἰς γυναῖκα.
Gen 20:13	ἐγένετο δὲ ἡνίκα ἐξήγαγέν με ὁ θεὸς ἐκ τοῦ οἴκου τοῦ πατρός μου καὶ εἶπα αὐτῇ Ταύτην τὴν δικαιοσύνην ποίησον ἐπ᾽ ἐμέ· εἰς πάντα τόπον οὗ ἐὰν εἰσέλθωμεν ἐκεῖ, εἰπὸν ἐμὲ ὅτι Ἀδελφός μού ἐστιν.
Gen 20:14	ἔλαβεν δὲ Ἀβιμέλεχ χίλια δίδραχμα, πρόβατα καὶ μόσχους καὶ παῖδας καὶ παιδίσκας, καὶ ἔδωκεν τῷ Ἀβράμ· καὶ ἀπέδωκεν ⸆ αὐτῷ Σάρραν τήν γυναῖκα αὐτοῦ.
Gen 20:15	καὶ εἶπεν Ἀβιμέλεχ τῷ Ἀβραάμ Ἰδοὺ ἡ γῆ μου ἐναντίον σου· οὗ ἐάν σοι ἀρέσκῃ κατοίκει.
Gen 20:16	τῇ δὲ Σάρρᾳ εἶπεν Ἰδοὺ δέδωκα χίλια δίδραχμα τῷ ἀδελφῷ σου· ταῦτα ἔσται σοι εἰς τιμὴν τοῦ προσώπου σου καὶ πάσαις ταῖς μετὰ σοῦ· καὶ πάντα ἀλήθευσον.
Gen 20:17	προσηύξατο δὲ Ἀβραὰμ πρὸς τὸν θεόν, καὶ ἰάσατο ὁ θεὸς τὸν Ἀβιμέλεχ καὶ τὴν γυναῖκα αὐτοῦ καὶ τὰς παιδίσκας αὐτοῦ, καὶ ἔτεκον·
Gen 20:18	ὅτι συνέκλεισεν Κύριος ἔξωθεν πᾶσαν μήτραν ἐν τῷ οἴκῳ τοῦ Ἀβιμέλεχ ἕνεκεν Σάρρας τῆς γυναικὸς Ἀβραάμ.
Gen 21:1	Καὶ Κύριος ἐπεσκέψατο τὴν Σάρραν, καθὰ εἶπεν· καὶ ἐποίησεν Κύριος τῇ Σάρρᾳ καθὰ ἐλάλησεν.
Gen 21:2	καὶ συλλαβοῦσα ἔτεκεν Σάρρα τῷ Ἀβραὰμ υἱὸν εἰς τὸ γῆρας, εἰς τὸν καιρὸν καθὰ ἐλάλησεν αὐτῷ Κύριος.
Gen 21:3	καὶ ἐκάλεσεν Ἀβραὰμ τὸ ὄνομα τοῦ υἱοῦ αὐτοῦ τοῦ γενομένου αὐτῷ, ὃν ἔτεκεν αὐτῷ Σάρρα, Ἰσαάκ·
Gen 21:4	⸂⸆⸃ περιέτεμεν δὲ Ἀβραὰμ τὸν Ἰσαὰκ τῇ ὀγδόῃ ἡμέρᾳ, καθὰ ἐνετείλατο αὐτῷ ὁ θεός.
Gen 21:5	Ἀβραὰμ δὲ ἦν ἑκατὸν ἐτῶν, ἡνίκα ἐγένετο αὐτῷ Ἰσαὰκ ὁ υἱὸς αὐτοῦ.
Gen 21:6	εἶπεν δὲ Σάρρα Γέλωτά μοι ἐποίησεν Κύριος· ὃς γὰρ ἐὰν ἀκούσῃ συγχαρεῖταί μοι.
Gen 21:7	καὶ εἶπεν Τίς ἀναγγελεῖ τῷ Ἀβραάμ ὅτι θηλάζει παιδίον Σάρρα; ὅτι ἔτεκον υἱὸν ἐν τῷ γήρει μου.
Gen 21:8	Καὶ ηὐξήθη τὸ παιδίον καὶ ἀπεγαλακτίσθη· καὶ ἐποίησεν Ἀβραὰμ δοχὴν μεγάλην ᾗ ἡμέρᾳ ἀπεγαλακτίσθη Ἰσαὰκ ὁ υἱὸς αὐτοῦ.
Gen 21:9	ἰδοῦσα δὲ Σάρρα τὸν υἱὸν Ἁγὰρ τῆς Αἰγυπτίας, ὃς ἐγένετο τῷ Ἀβραάμ, παίζοντα μετὰ Ἰσαὰκ τοῦ υἱοῦ ἑαυτῆς,
Gen 21:10	καὶ εἶπεν τῷ Ἀβραάμ Ἔκβαλε τὴν παιδίσκην ταύτην καὶ τὸν υἱὸν αὐτῆς· οὐ γὰρ μὴ κληρονομήσει ὁ υἱὸς τῆς παιδίσκης μετὰ τοῦ υἱοῦ μου Ἰσαάκ.
Gen 21:11	σκληρὸν δὲ ἐφάνη τὸ ῥῆμα σφόδρα ἐναντίον Ἀβραὰμ περὶ τοῦ υἱοῦ αὐτοῦ Ἰσμαήλ.
Gen 21:12	εἶπεν δὲ ὁ θεὸς τῷ Ἀβραάμ Μὴ σκληρὸν ἔστω τὸ ῥῆμα ἐναντίον σου περὶ τοῦ παιδίου καὶ περὶ τῆς παιδίσκης· πάντα ὅσα ἐὰν εἴπῃ σοι Σάρρα, ἄκουε τῆς φωνῆς αὐτῆς· ὅτι ἐν Ἰσαὰκ κληθήσεταί σοι σπέρμα.
Gen 21:13	καὶ τὸν υἱὸν δὲ τῆς παιδίσκης ταύτης, εἰς ἔθνος μέγα ποιήσω αὐτόν, ὅτι σπέρμα σόν ἐστιν.
Gen 21:14	ἀνέστη δὲ Ἀβραὰμ τὸ πρωί, καὶ ἔλαβεν ἄρτους καὶ ἀσκὸν ὕδατος καὶ ἔδωκεν Ἁγάρ· καὶ ἐπέθηκεν ἐπὶ τὸν ὦμον καὶ τὸ παιδίον, καὶ ἀπέστειλεν αὐτήν· ἀπελθοῦσα δὲ ἐπλανᾶτο τὴν ἔρημον, κατὰ τὸ φρέαρ τοῦ ὅρκου.
Gen 21:15	ἐξέλειπεν δὲ τὸ ὕδωρ ἐκ τοῦ ἀσκοῦ, καὶ ἔρριψεν τὸ παιδίον ὑποκάτω μιᾶς ἐλάτης·
Gen 21:16	ἀπελθοῦσα δὲ ἐκάθητο ἀπέναντι αὐτοῦ μακρότερον, ὡσεὶ τόξου βολήν· εἶπεν γάρ Οὐ μὴ ἴδω τὸν θάνατον τοῦ παιδίου μου. καὶ ἐκάθητο ἀπέναντι αὐτοῦ μακρόθεν· ἀναβοῆσαν δὲ τὸ παιδίον ἔκλαυσεν.
Gen 21:17	εἰσήκουσεν δὲ ὁ θεὸς τῆς φωνῆς τοῦ παιδίου ἐκ τοῦ τόπου οὗ ἦν, καὶ ἐκάλεσεν ἄγγελος θεοῦ τὴν Ἁγὰρ ἐκ τοῦ οὐρανοῦ καὶ εἶπεν αὐτῇ Τί ἐστιν, Ἁγάρ; μὴ φοβοῦ· ἐπακήκοεν γὰρ ὁ θεὸς τῆς φωνῆς τοῦ παιδίου σου ἐκ τοῦ τόπου οὗ ἐστίν.
Gen 21:18	ἀνάστηθι καὶ λάβε τὸ παιδίον, καὶ κράτησον τῇ χειρί σου αὐτό· εἰς γάρ ἔθνος μέγα ποιήσω αὐτόν.
Gen 21:19	καὶ ἀνέῳξεν ὁ θεὸς τοὺς ὀφθαλμοὺς αὐτῆς, καὶ ἴδεν φρέαρ ὕδατος ζῶντος· καὶ ἐπορεύθη καὶ ἔπλησεν τὸν ἀσκὸν ὕδατος καὶ ἐπότισεν τὸ παιδίον.
Gen 21:20	καὶ ἦν ὁ θεὸς μετὰ τοῦ παιδίου, καὶ ηὐξήθη καὶ κατῴκησεν ἐν τῇ ἐρήμῳ· ἐγένετο δὲ τοξότης.
Gen 21:21	καὶ κατῴκησεν ἐν τῇ ἐρήμῳ τῇ Φαράν· καὶ ἔλαβεν αὐτῷ ἡ μήτηρ γυναῖκα ἐκ γῆς Αἰγύπτου.
Gen 21:22	Ἐγένετο δὲ ἐν τῷ καιρῷ ἐκείνῳ καὶ εἶπεν Ἀβιμέλεχ καὶ Ὀχοζὰθ ὁ νυμφαγωγὸς αὐτοῦ καὶ Φικὸλ ὁ ἀρχιστράτηγος τῆς δυνάμεως αὐτοῦ πρὸς Ἀβραὰμ λέγων Ὁ θεὸς μετὰ σοῦ ἐν πᾶσιν οἷς ἐὰν ποιῇς.
Gen 21:23	νῦν οὖν ὄμοσόν μοι τὸν θεόν, μὴ ἀδικήσειν με μηδὲ τὸ σπέρμα μου μηδὲ τὸ ὄνομά μου· ἀλλὰ κατὰ τὴν δικαιοσύνην ἣν ἐποίησα μετὰ σοῦ ποιήσεις μετ᾽ ἐμοῦ, καὶ τῇ γῇ ᾗ σὺ παρῴκησας ἐν αὐτῇ.
Gen 21:24	καὶ εἶπεν Ἀβραάμ Ἐγὼ ὀμοῦμαι.
Gen 21:25	καὶ ἤλεγξεν Ἀβραὰμ τὸν Ἀβιμέλεχ περὶ τῶν φρεάτων τοῦ ὕδατος ὧν ἀφείλαντο οἱ παῖδες τοῦ Ἀβιμέλεχ.
Gen 21:26	καὶ εἶπεν αὐτῷ Ἀβιμέλεχ Οὐκ ἔγνων τίς ἐποίησεν τὸ πρᾶγμα τοῦτο· οὐδὲ σύ μοι ἀπήγγειλας, οὐδὲ ἐγὼ ἤκουσα ἀλλὰ σήμερον.
Gen 21:27	καὶ ἔλαβεν Ἀβραὰμ πρόβατα καὶ μόσχους καὶ ἔδωκεν τῷ Ἀβιμέλεχ· καὶ διέθεντο ἀμφότεροι διαθήκην.
Gen 21:28	καὶ ἔστησεν Ἀβραὰμ ἑπτὰ ἀμνάδας προβάτων μόνας.
Gen 21:29	καὶ εἶπεν Ἀβιμέλεχ τῷ Ἀβραάμ Τί εἰσιν αἱ ἑπτὰ ἀμνάδες τῶν προβάτων τούτων ἃς ἔστησας μόνας;
Gen 21:30	καὶ εἶπεν Ἀβραὰμ ὅτι Τὰς ἑπτὰ ἀμνάδας ταύτας λήμψῃ παρ᾽ ἐμοῦ, ἵνα ὦσιν εἰς μαρτύριον ὅτι ἐγὼ ὤρυξα τὸ φρέαρ τοῦτο.
Gen 21:31	διὰ τοῦτο ἐπωνόμασεν τὸ ὄνομα τοῦ τόπου ἐκείνου Φρέαρ ὁρκισμοῦ, ὅτι ἐκεῖ ὤμοσαν ἀμφότεροι.
Gen 21:32	καὶ διέθεντο διαθήκην ἐν τῷ φρέατι τοῦ ὅρκου. ἀνέστη δὲ Ἀβιμέλεχ καὶ Ὀχοζὰθ ὁ νυμφαγωγὸς αὐτοῦ καὶ Φικὸλ ὁ ἀρχιστράτηγος τῆς δυνάμεως αὐτοῦ, καὶ ἐπέστρεψαν εἰς τὴν γῆν τῶν Φυλιστιείμ.
Gen 21:33	καὶ ἐφύτευσεν Ἀβραὰμ ἄρουραν ἐπὶ τῷ φρέατι τοῦ ὅρκου, καὶ ἐπεκαλέσατο ἐκεῖ τὸ ὄνομα Κυρίου, Θεὸς αἰώνιος.
Gen 21:34	παρῴκησεν δὲ Ἀβραὰμ ἐν τῇ γῇ τῶν Φυλιστιεὶμ ἡμέρας πολλάς.
Gen 22:1	Καὶ ἐγένετο μετὰ τὰ ῥήματα ταῦτα ὁ θεὸς ἐπείραζεν τὸν Ἀβραάμ· καὶ εἶπεν πρὸς αὐτόν Ἀβραὰμ Ἀβραάμ. ὁ δὲ εἶπεν Ἰδοὺ ἐγώ.
Gen 22:2	καὶ εἶπεν Λάβε τὸν υἱόν σου τὸν ἀγαπητὸν ὃν ἠγάπησας, τὸν Ἰσαάκ, καὶ πορεύθητι εἰς τὴν γῆν τὴν ὑψηλήν, καὶ ἀνένεγκον αὐτὸν ἐκεῖ εἰς ὁλοκάρπωσιν ἐφ᾽ ἓν τῶν ὀρέων ὧν ἄν σοι εἴπω.
