Jos 1:1	ΚΑΙ ἐγένετο μετὰ τὴν τελευτὴν Μωυσῆ εἶπεν Κύριος τῷ Ἰησοῖ υἱῷ Ναυὴ τῷ ὑπουργῷ Μωυσῆ λέγων
Jos 10:29	Καὶ ἀπῆλθεν Ἰησοῦς καὶ πᾶς Ἰσραὴλ μετ᾽ αὐτοῦ ἐκ Μακηδὰ εἰς Λεβνά, καὶ ἐπολιόρκει Λεβνά.
Jos 10:30	καὶ παρέδωκεν αὐτὴν Κύριος εἰς χεῖρας Ἰσραήλ, καὶ ἔλαβον αὐτὴν καὶ τὸν βασιλέα αὐτῆς, καὶ ἐφόνευσεν αὐτὴν ἐν στόματι ξίφους καὶ πᾶν ἔνπνεον ἐν αὐτῇ, καὶ οὐ κατελείφθη ἐν αὐτῇ διασεσωσμένος καὶ διαπεφευγώς· καὶ ἐποίησαν τῷ βασιλεῖ αὐτῆς ὃν τρόπον ἐποίησαν τῷ βασιλεῖ Ἰερειχώ.
Jos 10:31	Καὶ ἀπῆλθεν Ἰησοῦς καὶ πᾶς Ἰσραὴλ μετ᾽ αὐτοῦ ἐκ Λεβνὰ εἰς Λαχείς, καὶ περιεκάθισεν αὐτὴν καὶ ἐπολιόρκει αὐτήν.
Jos 10:32	καὶ παρέδωκεν Κύριος τὴν Λαχεὶς εἰς τὰς χεῖρας Ἰσραήλ, καὶ ἔλαβεν αὐτὴν ἐν τῇ ἡμέρᾳ τῇ δευτέρᾳ, καὶ ἐφόνευσαν αὐτὴν ἐν στόματι ξίφους, καὶ ἐξωλέθρευσαν αὐτὴν ὃν τρόπον ἐποίησαν τὴν Λεβνά.
Jos 10:33	Τότε ἀνέβη Αἱλὰμ βασιλεὺς Γάζης βοηθήσων τῇ Λαχείς· καὶ ἐπάταξεν αὐτὸν Ἰησοῦς ἐν στόματι ξίφους καὶ τὸν λαὸν αὐτοῦ, ἕως τοῦ μὴ καταλειφθῆναι αὐτῶν σεσωσμένον καὶ διαπεφευγότα.
Jos 10:34	Καὶ ἀπῆλθεν Ἰησοῦς καὶ πᾶς Ἰσραὴλ μετ᾽ αὐτοῦ ἐκ Λαχεὶς εἰς Ὀδολλάμ, καὶ περιεκάθισεν αὐτὴν καὶ ἐπολιόρκησεν αὐτήν.
Jos 10:35	καὶ παρέδωκεν αὐτὴν Κύριος ἐν χειρὶ Ἰσραήλ, καὶ ἔλαβεν αὐτὴν ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ἐφόνευσεν, ὃν τρόπον ἐποίησαν τῇ Λαχείς.
Jos 10:36	Καὶ ἀπῆλθεν Ἰησοῦς καὶ πᾶς Ἰσραὴλ μετ᾽ αὐτοῦ εἰς Χεβρών, καὶ περιεκάθισεν αὐτήν.
Jos 10:37	⸂⸆⸃ καὶ ἐπάταξεν αὐτὴν ἐν στόματι ξίφους καὶ πᾶν ἐνπνέον ὅσα ἦν ἐν αὐτῇ· οὐκ ἦν διασεσωσμένος· ὃν τρόπον ἐποίησαν τὴν Ὀδολλάμ, ἐξωλέθρευσαν αὐτὴν καὶ ὅσα ἦν ἐν αὐτῇ.
Jos 10:38	Καὶ ἀπέστρεψεν Ἰησοῦς καὶ πᾶς Ἰσραὴλ εἰς Δαβείρ, καὶ περικαθίσαντες αὐτὴν
Jos 10:39	ἔλαβον αὐτὴν καὶ τὸν βασιλέα αὐτῆς καὶ τὰς κώμας αὐτῆς, καὶ ἐπάταξαν αὐτὴν ἐν στόματι ξίφους, καὶ ἐξωλέθρευσαν αὐτὴν καὶ πᾶν ἐνπνέον ἐν αὐτῇ, καὶ οὐ κατέλιπον αὐτῇ οὐδένα διασεσωσμένον. ὃν τρόπον ἐποίησαν τὴν Χεβρὼν καὶ τῷ βασιλεῖ αὐτῆς, οὕτως ἐποίησαν τῇ Δαβεὶρ καὶ τῷ βασιλεῖ αὐτῆς.
Jos 10:40	Καὶ ἐπάταξεν Ἰησοῦς πᾶσαν τὴν γῆν τῆς ὀρεινῆς καὶ τὴν Ναβαὶ καὶ τὴν πεδινὴν καὶ τὴν Ἀσηδὼθ καὶ τοὺς βασιλεῖς αὐτῆς· οὐ κατέλιπον αὐτῶν σεσωσμένον, καὶ πᾶν ἐνπνέον ζωῆς ἐξωλέθρευσεν, ὃν τρόπον ἐνετείλατο Κύριος ὁ θεὸς Ἰσραήλ.
Jos 10:41	ἀπὸ Καδής Βαρνὴ ἕως Γάζης, πᾶσαν τὴν Γόσομ ἕως τῆς Γαβαών.
Jos 10:42	καὶ πάντας τούς βασιλεῖς αὐτῶν καὶ τὴν γῆν αὐτῶν ἐπάταξεν Ἰησοῦς εἰς ἅπαξ· ὅτι Κύριος ὁ θεὸς Ἰσραὴλ συνεπολέμει τῷ Ἰσραήλ.
Jos 11:1	Ὡς δὲ ἤκουσεν Ἰαβεὶς βασιλεὺς Ἁσώρ, ἀπέστειλεν πρὸς Ἰωρὰβ βασιλέα Μαρρὼν καὶ πρὸς βασιλέα Συμοὼν καὶ πρὸς βασιλέα Ἀζείφ,
Jos 11:2	καὶ πρὸς τοὺς βασιλεῖς τοὺς κατὰ Σιδῶνα τὴν μεγάλην, εἰς τὴν ὀρεινὴν καὶ εἰς τὴν Ῥαβὰ ἀπέναντι Κενερώθ, καὶ εἰς τὸ πεδίον καὶ εἰς Φεναεδδώρ,
Jos 11:3	καὶ εἰς τοὺς παραλίους Χαναναίους ἀπὸ ἀνατολῶν καὶ εἰς τοὺς παραλίους Ἀμορραίους καὶ Εὑαίους καὶ Ἰεβουσαίους καὶ Φερεζαίους τοὺς ἐν τῷ ὄρει καὶ τοὺς Χετταίους τοὺς ὑπὸ τὴν ἔρημον εἰς τὴν Μασευμάν.
Jos 11:4	καὶ ἐξῆλθον αὐτοὶ καὶ οἱ βασιλεῖς αὐτῶν μετ᾽ αὐτῶν, ὥσπερ ἡ ἄμμος τῆς θαλάσσης τῷ πλήθει, καὶ ἵπποι καὶ ἅρματα πολλὰ σφόδρα.
Jos 11:5	καὶ συνῆλθον πάντες οἱ βασιλεῖς αὐτοὶ καὶ παρεγένοντο ἐπὶ τὸ αὐτό, καὶ παρενέβαλον ἐπὶ τοῦ ὕδατος Μαρρὼν πολεμῆσαι τὸν Ἰσραήλ.
Jos 11:6	καὶ εἶπεν Κύριος πρὸς Ἰησοῦν Μὴ φοβηθῇς ἀπὸ προσώπου αὐτῶν, ὅτι αὔριον ταύτην τὴν ὥραν ἐγὼ παραδίδωμι τετροπωμένους αὐτοὺς ἐναντίον τοῦ Ἰσραήλ· τοὺς ἵππους αὐτῶν νευροκοπήσεις, καὶ τὰ ἅρματα αὐτῶν κατακαύσεις ἐν πυρί.
Jos 11:7	καὶ ἦλθεν Ἰησοῦς καὶ πᾶς ὁ λαὸς ὁ πολεμιστὴς ἐπ᾽ αὐτοὺς ἐπὶ τὸ ὕδωρ Μαρρὼν ἐξάπινα, καὶ ἐπέπεσαν ἐπ᾽ αὐτοὺς ἐν τῇ ὀρεινῇ.
Jos 11:8	καὶ παρέδωκεν αὐτοὺς Κύριος ὑποχειρίους Ἰσραήλ, καὶ κόπτοντες αὐτοὺς κατεδίωκον ἕως Σιδῶνος τῆς μεγάλης καὶ ἕως Μασερὼν καὶ ἕως τῶν πεδίων Μασσὼχ κατ᾽ ἀνατολάς· καὶ κατέκοψαν αὐτοὺς ἕως τοῦ μὴ καταλειφθῆναι αὐτῶν διασεσωσμένον.
Jos 11:9	καὶ ἐποίησεν αὐτοῖς Ἰησοῦς ὃν τρόπον ἐνετείλατο αὐτῷ Κύριος· τοὺς ἵππους αὐτῶν ἐνευροκόπησεν καὶ τὰ ἅρματα αὐτῶν ἐνέπρησεν ἐν πυρί.
Jos 11:10	Καὶ ἀπεστράφη Ἰησοῦς ἐν τῷ καιρῷ ἐκείνῳ, καὶ κατελάβετο Ἁσὼρ καὶ τὸν βασιλέα αὐτῆς· ἦν δὲ Ἁσὼρ τὸ πρότερον ἄρχουσα πασῶν τῶν βασιλειῶν τούτων.
Jos 11:11	καὶ ἀπέκτειναν πᾶν ἐνπνέον ἐν αὐτῇ ἐν ξίφει καὶ ἐξωλέθρευσαν πάντας, καὶ οὐ κατελείφθη ἐν αὐτῇ ἐνπνέον· καὶ τὴν Ἁσὼρ ἐνέπρησαν ἐν πυρί.
Jos 11:12	καὶ πάσας τὰς πόλεις τῶν βασιλέων καὶ τοὺς βασιλεῖς αὐτῶν ἔλαβεν Ἰησοῦς καὶ ἀνεῖλεν αὐτοὺς ἐν στόματι ξίφους, καὶ ἐξωλέθρευσαν αὐτοὺς ὃν τρόπον συνέταξεν Μωυσῆς ὁ παῖς Κυρίου.
Jos 11:13	ἀλλὰ πάσας τὰς πόλεις τὰς κεχωματισμένας οὐκ ἐνέπρησεν Ἰσραήλ· πλὴν Ἁσὼρ μόνην ἐνέπρησεν Ἰσραήλ.
Jos 11:14	καὶ πάντα τὰ σκῦλα αὐτῆς ἐπρονόμευσαν ἑαυτοῖς οἱ υἱοὶ Ἰσραήλ· αὐτοὺς δὲ πάντας ἐξωλέθρευσαν ἐν στόματι ξίφους ἕως ἀπώλεσεν αὐτούς, οὐ κατέλιπον ἐξ αὐτῶν οὐδὲ ἓν ἐνπνέον.
Jos 11:15	ὃν τρόπον συνέταξεν Κύριος τῷ Μωυσῇ τῷ παιδὶ αὐτοῦ, καὶ Μωυσῆς ὡσαύτως ἐνετείλατο τῷ Ἰησοῖ, καὶ οὕτως ἐποίησεν Ἰησοῦς· οὐ παρέβη οὐδὲν ἀπὸ πάντων ὧν συνέταξεν αὐτῷ Μωυσῆς.
Jos 11:16	Καὶ ἔλαβεν Ἰησοῦς πᾶσαν τὴν γῆν τὴν ὀρεινὴν καὶ πᾶσαν τὴν Ἄδεβ καὶ πᾶσαν τὴν γῆν Γόσομ καὶ τὴν πεδινὴν καὶ τὴν πρὸς δυσμαῖς, καὶ τὸ ὄρος Ἰσραὴλ καὶ τὰ ταπεινὰ
Jos 11:17	τὰ πρὸς τῷ ὄρει ἀπὸ ὄρους Ἁχέλ, καὶ ὃ προσαναβαίνει εἰς Σηεὶρ καὶ ἕως Βαλαγάδ, καὶ τὰ πεδία τοῦ Λιβάνου ὑπὸ τὸ ὄρος τὸ Ἁερμών· καὶ πάντας τοὺς βασιλεῖς αὐτῶν ἔλαβεν καὶ ἀνεῖλεν καὶ ἀπέκτεινεν.
Jos 11:18	καὶ πλείους ἡμέρας ἐποίησεν Ἰησοῦς πρὸς τοὺς βασιλεῖς τούτους τὸν πόλεμον.
Jos 11:19	οὐκ ἦν πόλις ἣν οὐκ ἔλαβεν Ἰσραήλ· πάντα ἐλάβοσαν ἐν πολέμῳ,
Jos 11:20	ὅτι διὰ Κυρίου ἐγένετο κατισχῦσαι αὐτῶν τὴν καρδίαν συναντᾷν εἰς πόλεμον πρὸς Ἰσραήλ, ἵνα ἐξολεθρευθῶσιν, ὅπως μὴ δοθῇ αὐτοῖς ἔλεος ἀλλ᾽ ἵνα ἐξολεθρευθῶσιν ὃν τρόπον εἶπεν Κύριος πρὸς Μωυσῆν.
Jos 11:21	Καὶ ἦλθεν Ἰησοῦς ἐν τῷ καιρῷ ἐκείνῳ καὶ ἐξωλέθρευσεν τοὺς Ἐνακεὶμ ἐκ τῆς ὀρεινῆς, ἐκ Χεβρὼν καὶ ἐκ Δαβεὶρ καὶ ἐξ Ἀναβὼθ καὶ ἐκ παντὸς γένους Ἰσραὴλ καὶ ἐκ παντὸς ὄρους Ἰούδα, σὺν ταῖς πόλεσιν αὐτῶν· καὶ ἐξωλέθρευσεν αὐτοὺς Ἰησοῦς.
Jos 11:22	οὐ κατελείφθη τῶν Ἐνακεὶμ ἀπὸ τῶν υἱῶν Ἰσραήλ, ἀλλὰ πλὴν ἐν Γάζῃ καὶ ἐν Ἀσελδὼ κατελείφθη.
Jos 11:23	καὶ ἔλαβεν Ἰησοῦς πᾶσαν τὴν γῆν, καθότι ἐνετείλατο Κύριος τῷ Μωυσῇ· καὶ ἔδωκεν αὐτοὺς Ἰησοῦς ἐν κληρονομίᾳ Ἰσραὴλ ἐν μερισμῷ κατὰ φυλὰς αὐτῶν. καὶ ἡ γῆ κατέπαυσεν πολεμουμένη.
Jos 12:1	Καὶ οὗτοι οἱ βασιλεῖς τῆς γῆς οὓς ἀνεῖλον οἱ υἱοὶ Ἰσρηὰλ καὶ κατεκληρονόμησαν τὴν γῆν αὐτῶν πέραν τοῦ Ἰορδάνου ἀφ᾽ ἡλίου ἀνατολῶν, ἀπὸ φάραγγος Ἀρνὼν ἕως τοῦ ὄρους Ἁερμών, καὶ πᾶσαν τὴν γῆν Ἁραβὰ ἀπ᾽ ἀνατολῶν·
Jos 12:2	Σηὼν τὸν βασιλέα τῶν Ἁμορραίων, ὃς κατῴκει ἐν Ἐσεβών, κυριεύων ἀπὸ Ἀρνών, ἥ ἐστιν ἐν τῇ φάραγγι κατὰ μέρος τῆς φάραγγος, καὶ τὸ ἥμισυ τῆς Γαλαὰδ ἕως Ἰαβόκ, ὅρια υἱῶν Ἀμμών,
Jos 12:3	καὶ Ἀραβὰ ἕως τῆς θαλάσσης Χενέρεθ κατ᾽ ἀνατολὰς καὶ ἕως τῆς θαλάσσης Ἀραβά, θάλασσαν τῶν ἁλῶν ἀπὸ ἀνατολῶν ὁδὸν τὴν κατὰ Ἁσειμώθ, ἀπὸ Θαιμὰν τὴν ὑπὸ Μηδὼθ Φασγά·
Jos 12:4	καὶ Ὢγ βασιλεὺς Βασὰ ὑπελείφθη ἐκ τῶν γιγάντων, ὁ κατοικῶν ἐν Ἀσταρὼθ καὶ ἐν Ἐδράειν,
Jos 12:5	ἄρχων ἀπὸ ὄρους Ἁερμὼν καὶ ἀπὸ Σεκχαί, καὶ πᾶσαν τὴν Βασὰν ἕως ὁρίων Γεργεσεὶ καὶ τὴν Μαχεὶ καὶ τὸ ἥμισυ Γαλαάδ, ὁρίων Σηὼν βασιλέως Ἑσεβών.
Jos 12:6	Μωυσῆς ὁ παῖς Κυρίου καὶ οἱ υἱοὶ Ἰσραὴλ ἐπάταξαν αὐτούς· καὶ ἔδωκεν αὐτὴν Μωυσῆς ἐν κληρονομίᾳ Ῥουβὴν καὶ Γὰδ καὶ τῷ ἡμίσει φυλῆς Μανασσή.
Jos 12:7	Καὶ οὗτοι οἱ βασιλεῖς τῶν Ἀμορραίων οὓς ἀνεῖλεν Ἰησοῦς καὶ οἱ υἱοὶ Ἰσραὴλ ἐν τῷ πέραν τοῦ Ἰορδάνου παρὰ θάλασσαν Βαλαγαδὰ ἐν πεδίῳ Λιβάνῳ καὶ ἕως τοῦ ὄρους Χελχὰ ἀναβαινόντων εἰς Σηείρ, καὶ ἔδωκεν αὐτὸν Ἰησοῦς ταῖς φυλαῖς Ἰσραὴλ κληρονομεῖν κατὰ κλῆρον αὐτῶν,
Jos 12:8	ἐν τῷ ὄρει καὶ ἐν τῷ πεδίῳ καὶ ἐν Ἀραβὰ καὶ ἐν Ἀσηδὼθ καὶ ἐν τῇ ἐρήμῳ καὶ Νάγεβ, τὸν Χετταῖον καὶ τὸν Ἀμορραῖον καὶ τὸν Χαναναῖον καὶ τὸν Φερεζαῖον καὶ τὸν Εὑαῖον καὶ τὸν Ἰεβουσαῖον·
Jos 12:9	καὶ τὸν βασιλέα Ἰερειχὼ καὶ τὸν βασιλέα τῆς Γαί, ἥ ἐστιν πλησίον Βαιθήλ,
Jos 12:10	βασιλέα Ἰερουσαλήμ, βασιλέα Χεβρών,
Jos 12:11	βασιλέα Ἰερειμούθ, βασιλέα Λαχείς,
Jos 12:12	βασιλέα Αἰλάμ, ⸆ βασιλέα Γάζερ,
Jos 12:13	βασιλέα Δαβείρ, βασιλέα Ἄσει,
Jos 12:14	βασιλέα Ἑρμάθ, βασιλέα Αἰράθ, βασιλέα Ἀράθ,
Jos 12:15	βασιλέα Λεβνά, βασιλέα Ὀδολλάμ,
Jos 12:16	βασιλέα Ἠλάδ,
Jos 12:17	βασιλέα Ἀταφόυτ, βασιλέα Ὅφερ,
Jos 12:18	βασιλέα Ὀφὲκ τῆς Ἀρώκ,
Jos 12:19	βασιλέα Ἁσόμ,
Jos 12:20	βασιλέα Συμοών, βασιλέα Μαμρώθ, βασιλέα Ἀζείφ,
Jos 12:21	βασιλέα Κάδης, βασιλέα Ζακάχ, βασιλέα Μαρεδὼθ καὶ βασιλέα Ἰεκὸμ τοῦ Χερμέλ,
Jos 12:22	
Jos 12:23	βασιλέα Ἐλδὼμ τοῦ Φεννεδδώρ, βασιλέα Γεεὶ τῆς Γαλειλαίας,
Jos 12:24	βασιλέα Θαρσά· πάντες οὗτοι βασιλεῖς εἴκοσι ἐννέα.
Jos 13:1	Καὶ Ἰησοῦς πρεσβύτερος προβεβηκὼς τῶν ἡμερῶν. καὶ εἶπεν Κύριος πρὸς Ἰησοῦν Σὺ προβέβηκας τῶν ἡμερῶν, καὶ ἡ γῆ ὑπολέλειπται πολλὴ εἰς κληρονομίαν.
Jos 13:2	καὶ αὕτη ἡ γῆ καταλελιμμένη· ὅρια Φυλιστιείμ, ὁ Γεσειρεὶ καὶ ὁ Χαναναῖος·
Jos 13:3	ἀπὸ τῆς ἀοικήτου τῆς κατὰ πρόσωπον Αἰγύπτου ἕως τῶν ὁρίων Ἀκκαρὼν ἐξ εὐωνύμων τῶν Χαναναίων προσλογίζεται ταῖς πέντε σατραπίαις τῶν Φυλιστιέμ, τῷ Γαζαίῳ καὶ τῷ Ἀζωτείῳ καὶ τῷ Ἀσκαλωνείτῃ καὶ τῷ Γεθθαίῳ καὶ τῷ Ακκαρωνείτῃ καὶ τῷ Εὐαίῳ·
Jos 13:4	ἐκ Θαιμὰν καὶ πάσῃ γῇ Χανάααν ἐναντίον Γάζης, καὶ οἱ Σιδώνιοι ἕως Ταφὲκ ἕως τῶν ὁρίων τῶν Ἀμορραίων·
Jos 13:5	καὶ πᾶσαν τὴν γῆν Γαλιὰθ Φυλιστιεὶμ καὶ πάντα τὸν Λίβανον ἀπὸ ἀνατολῶν ἡλίου, ἀπὸ Γαλγαὰ ὑπὸ τὸ ὄρος τὸ Ἁερμὼν ἕως τῆς εἰσόδου Ἑμάθ·
Jos 13:6	πᾶς ὁ κατοικῶν τὴν ὀρεινὴν ἀπὸ τοῦ Λιβάνου ἕως τῆς Μασερεθμεμφωνμάιμ, πάντας τοὺς Σιδωνίους, ἐγὼ αὐτοὺς ἐξολεθρεύσω ἀπὸ προσώπου Ἰσραήλ· ἀλλὰ διάδος αὐτὴν ἐν κλήρῳ τῷ Ἰσραήλ, ὃν τρόπον σοι ἐνετειλάμην.
Jos 13:7	καὶ νῦν μέρισον τὴν γῆν ταύτην ἐν κληρονομίᾳ ταῖς ἐννέα φυλαῖς καὶ τῷ ἡμίσει φυλῆς Μανασσή, ἀπὸ τοῦ Ἰσρδάνου ἕως τῆς θαλάσσης τῆς μεγάλης κατὰ δυσμὰς ἡλίου δώσεις αὐτήν· ἡ θάλασσα ἡ μεγάλη ὁριεῖ.
