1Ch 1:1	ΑΔΑΜ, Σήθ, Ἐνώς,
1Ch 9:40	καὶ υἱὸς Ἰωναθὰν Μαρειβάαλ· καὶ Μαρειβάαλ ἐγέννησεν τὸν Μειχά.
1Ch 9:41	καὶ υἱοὶ Μειχά· Φαιθὼν καὶ Μάλαχ καὶ Θαράχ.
1Ch 9:42	καὶ Ἀχὰζ ἐγέννησεν τὸν Ἰαδά, καὶ Ἰαδὰ ἐγέννησεν τὸν Γαμέλεθ καὶ τὸν Γαζάωθ καὶ τὸν Ζαμβρεί, καὶ Ζαμβρεὶ ἐγέννησεν τὸν Μασσά,
1Ch 9:43	καὶ Μασσὰ ἐγέννησεν τὸν Βαανά, Ῥαφαιὰ υἱὸς αὐτοῦ, Ἐσαὴλ υἱὸς αὐτοῦ.
1Ch 9:44	καὶ τῷ Ἐσὴλ ἓξ υἱοί, καὶ ταῦτα τὰ ὀνόματα αὐτῶν· Ἐσδρεικὰν πρωτότοκος αὐτοῦ, Ἰσμαὴλ καὶ Σαριὰ καὶ Ἀβδειὰ καὶ Ἁνάν· οὗτοι υἱοὶ Ἐσήλ.
1Ch 10:1	Καὶ ἀλλόφυλοι ἐπολέμησαν πρὸς Ἰσραήλ, καὶ ἔφυγον ἀπὸ προσώπου ἀλλοφύλων καὶ ἔπεσον τραυματίαι ἐν ὄρει Γελβοῦε.
1Ch 10:2	καὶ κατεδίωξαν ἀλλόφυλοι ὀπίσω Σαοὺλ καὶ ὀπίσω υἱῶν αὐτοῦ· καὶ ἐπάταξαν ἀλλόφυλοι τὸν Ἰωναθὰν καὶ τὸν Ἀμειναδὰβ καὶ τὸν Μελχεισοῦε υἱοὺς Σαούλ.
1Ch 10:3	καὶ ἐβαρύνθη ὁ πόλεμος ἐπὶ Σαούλ· καὶ εὗρον αὐτοὺς οἱ τοξόται ἐν τόξοις καὶ πόνοις, καὶ ἐπόνεσαν ἀπὸ τῶν τόξων.
1Ch 10:4	καὶ εἶπεν Σαοὺλ τῷ αἴροντι τὰ σκεύη αὐτοῦ Σπάσαι τὴν ῥομφαίαν σου καὶ ἐκκέντησόν με ἐν αὐτῇ, μὴ ἔλθωσιν οἱ ἀπερίτμητοι οὗτοι καὶ ἐμπαίξωσίν μοι. καὶ οὐκ ἐβούλετο ὁ αἴρων τὰ σκεύη αὐτοῦ, ὅτι ἐφοβεῖτο σφόδρα· καὶ ἔλαβεν Σαοὺλ τὴν ῥομφαίαν καὶ ἐπέπεσεν ἐπ᾽ αὐτήν.
1Ch 10:5	καὶ εἶδεν ὁ αἴρων τὰ σκεύη αὐτοῦ ὅτι ἀπέθανεν Σαούλ, καὶ ἔπεσεν καὶ αὐτὸς ἐπὶ τὴν ῥομφαίαν αὐτοῦ.
1Ch 10:6	καὶ ἀπέθανεν Σαοὺλ καὶ τρεῖς υἱοὶ αὐτοῦ ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ πᾶς ὁ οἶκος αὐτοῦ ἐπὶ τὸ αὐτὸ ἀπέθανεν.
1Ch 10:7	καὶ εἶδεν πᾶς ἀνὴρ Ἰσραὴλ ὁ ἐν τῷ αὐλῶνι ὅτι ἔφυγεν Ἰσραήλ, καὶ ὅτι ἀπέθανεν Σαοὺλ καὶ οἱ υἱοὶ αὐτοῦ, καὶ κατέλειπον τὰς πόλεις αὐτῶν καὶ ἔφυγον· καὶ ἦλθον ἀλλόφυλοι καὶ κατῴκησαν ἐν αὐταῖς.
1Ch 10:8	Καὶ ἐγένετο τῇ ἐχομένῃ καὶ ἦλθον ἀλλόφυλοι τοῦ σκυλεύειν τοὺς τραυματίας, καὶ εὗρον τὸν Σαοὺλ καὶ τοὺς υἱοὺς αὐτοῦ πεπτωκότας ἐν τῷ ὄρει Γελβοῦε.
1Ch 10:9	καὶ ἐξέδυσαν αὐτόν, καὶ ἔλαβον τὴν κεφαλὴν αὐτοῦ καὶ τὰ σκεύη αὐτοῦ, καὶ ἀπέστειλαν εἰς γῆν ἀλλοφύλων κύκλῳ τοῦ εὐαγγελίσασθαι τοῖς εἰδώλοις αὐτῶν καὶ τῷ λαῷ·
1Ch 10:10	καὶ ἔθηκαν τὰ σκεύη αὐτῶν ἐν οἴκῳ θεοῦ αὐτῶν, καὶ τὴν κεφαλὴν αὐτοῦ ἔθηκαν ἐν οἴκῳ Δαγών.
1Ch 10:11	καὶ ἤκουσαν πάντες οἱ κατοικοῦντες Γαλαὰδ ἅπαντα ἃ ἐποίησαν ἀλλόφυλοι τῷ Σαοὺλ καὶ τῷ Ἰσραήλ.
1Ch 10:12	καὶ ἠγέρθησαν ἐκ Γαλαὰδ πᾶς ἀνὴρ δυνατός, καὶ ἔλαβον τὸ σῶμα Σαοὺλ καὶ τὸ σῶμα τῶν υἱῶν αὐτοῦ, καὶ ἤνεγκαν αὐτὰ εἰς Ἰαβείς, καὶ ἔθαψαν τὰ ὀστᾶ αὐτῶν ὑπὸ τὴν δρῦν ἐν Ἰαβείς· καὶ ἐνήστευσαν ἑπτὰ ἡμέρας.
1Ch 10:13	καὶ ἀπέθανεν Σαοὺλ ἐν ταῖς ἀνομίαις αὐτοῦ αἷς ἠνόμησεν τῷ θεῷ κατὰ τὸν λόγον Κυρίου, διότι οὐκ ἐφύλαξεν· ὅτι ἐπηρώτησεν Σαοὺλ ἐν τῷ ἐνγαστριμύθῳ τοῦ ζητῆσαι, καὶ ἀπεκρίνατο αὐτῷ Σαμουὴλ ὁ προφήτης,
1Ch 10:14	καὶ οὐκ ἐζήτησεν Κύριον· καὶ ἀπέκτεινεν αὐτόν, καὶ ἐπέστρεψεν τὴν βασιλείαν τῷ Δαυεὶδ υἱῷ Ἰεσσαί.
1Ch 11:1	Καὶ ἦλθεν πᾶς Ἰσραὴλ πρὸς Δαυεὶδ ἐν Χεβρὼν λέγοντες Ἰδοὺ ὀστᾶ σου καὶ σάρκες σου ἡμεῖς·
1Ch 11:2	καὶ ἐχθὲς καὶ τρίτην ὄντος Σαοὺλ βασιλέως σὺ ἦσθα ὁ ἐξάγων καὶ εἰσάγων τὸν Ἰσραήλ. καὶ εἶπεν Ἰσραήλ Κύριός σοι Σὺ ποιμανεῖς τὸν λαόν μου τὸν Ἰσραήλ, καὶ σὺ ἔσῃ εἰς ἡγούμενον ἐπὶ Ἰσραήλ.
1Ch 11:3	καὶ ἦλθον πάντες πρεσβύτεροι Ἰσραὴλ πρὸς τὸν βασιλέα εἰς Χεβρών, καὶ διέθετο αὐτοῖς ὁ βασιλεὺς Δαυεὶδ διαθήκην ἐν Χεβρὼν ἐναντίον Κυρίου, καὶ ἔχρισαν τὸν Δαυεὶδ εἰς βασιλέα ἐπὶ Ἰσραὴλ κατὰ τὸν λόγον Κυρίου διὰ χειρὸς Σαμουήλ.
1Ch 11:4	Καὶ ἐπορεύθη ὁ βασιλεὺς καὶ ἄνδρες αὐτοῦ εἰς Ἰερουσαλήμ, αὕτη Ἰεβούς, καὶ ἐκεῖ οἱ Ἰεβουσαῖοι οἱ κατοικοῦντες τὴν Ἰεβοὺς
1Ch 11:5	εἶπαν τῷ Δαυεὶδ Οὐκ εἰσελεύσῃ ὧδε. καὶ προκατελάβετο τὴν περιοχὴν Σειών, αὕτη ἡ πόλις Δαυείδ.
1Ch 11:6	καὶ εἶπεν Δαυεὶδ Πᾶς τύπτων Ἰεβουσαῖον ἐν πρώτοις, καὶ ἔσται εἰς ἄρχοντα καὶ εἰς στρατηγόν· καὶ ἀνέβη ἐπ᾽ αὐτῇ ἐν πρώτοις Ἰωὰβ υἱὸς Σαρουιά, καὶ ἐγένετο εἰς ἄρχοντα.
1Ch 11:7	καὶ ἐκάθισεν Δαυεὶδ ἐν τῇ περιοχῇ· διὰ τοῦτο ἐκάλεσεν αὐτὴν Πόλιν Δαυείδ·
1Ch 11:8	καὶ ᾠκοδόμησεν τὴν πόλιν κύκλῳ· καὶ ἐπολέμησεν καὶ ἔλαβεν τὴν πόλιν.
1Ch 11:9	καὶ ἐπορεύετο Δαυεὶδ πορευόμενος, καὶ Κύριος Παντοκράτωρ μετ᾽ αὐτοῦ.
1Ch 11:10	καὶ οὗτοι οἱ ἄρχοντες τῶν δυνατῶν οἳ ἦσαν τῷ Δαυείδ, οἱ κατισχύοντες μετ᾽ αὐτοῦ ἐν τῇ βασιλείᾳ αὐτοῦ μετὰ παντὸς Ἰσραὴλ τοῦ βασιλεῦσαι αὐτὸν κατὰ τὸν λόγον Κυρίου ἐπὶ Ἰσραήλ.
1Ch 11:11	καὶ οὗτος ὁ ἀριθμὸς τῶν δυνατῶν τοῦ Δαυείδ· Ἰεσεβαδὰ υἱὸς Ἁχαμανεὶ πρῶτος τῶν τριάκοντα· οὗτος ἐσπάσατο τὴν ῥομφαίαν αὐτοῦ ἅπαξ ἐπὶ τριακοσίους τραυματίας ἐν καιρῷ ἑνί.
1Ch 11:12	καὶ μετ᾽ αὐτὸν Ἐλεαζὰρ υἱὸς Δωδαὶ ὁ Ἀρχωνεί, οὗτος ἦν ἐν τοῖς τρισὶν δυνατοῖς.
1Ch 11:13	οὗτος ἦν μετὰ Δαυεὶδ ἐν Φασοδομή, καὶ οἱ ἀλλόφυλοι συνήχθησαν ἐκεῖ εἰς πόλεμον, καὶ ἦν μερὶς τοῦ ἀγροῦ πλήρης κριθῶν, καὶ ὁ λαὸς ἔφυγεν ἀπὸ προσώπου ἀλλοφύλων.
1Ch 11:14	καὶ ἔστη ἐν μέσῳ τῆς μερίδος καὶ ἔσωσεν αὐτήν, καὶ ἐπάταξεν τοὺς ἀλλοφύλους· καὶ ἐποίησεν Κύριος σωτηρίαν μεγάλην.
1Ch 11:15	καὶ κατέβησαν τρεῖς ἐκ τῶν τριάκοντα ἀρχόντων εἰς τὴν πέτραν πρὸς Δαυεὶδ εἰς τὸ σπήλαιον Ὀδολλάμ, καὶ παρεμβολὴ τῶν ἀλλοφύλων ἐν τῇ κοιλάδι τῶν γιγάντων.
1Ch 11:16	καὶ Δαυεὶδ τότε ἐν τῇ περιοχῇ, καὶ τὸ σύστεμα τῶν ἀλλοφύλων τότε ἐν Βαιθλέεμ.
1Ch 11:17	καὶ ἐπεθύμησεν Δαυεὶδ καὶ εἶπεν Τίς ποτιεῖ με ὕδωρ ἐκ τοῦ λάκκου Βηθλέεμ τοῦ ἐν τῇ πύλῃ;
1Ch 11:18	καὶ διέρρηξαν οἱ τρεῖς τὴν παρεμβολὴν τῶν ἀλλοφύλων καὶ ὑδρεύσαντο ὕδωρ ἐκ τοῦ λάκκου τοῦ ἐν Βαιθλέεμ, ὃς ἦν ἐν τῇ πύλῃ, καὶ ἔλαβον πρὸς Δαυείδ, καὶ οὐκ ἤθελεν Δαυεὶδ τοῦ πιεῖν αὐτό· καὶ ἔσπεισεν αὐτὸ τῷ κυρίῳ
1Ch 11:19	καὶ εἶπεν Ἵλεώς μοι ὁ θεὸς τοῦ ποιῆσαι τὸ ῥῆμα τοῦτο· εἰ αἷμα ἀνδρῶν τούτων πίομαι ἐν ψυχαῖς αὐτῶν; ὅτι ἐν ψυχαῖς αὐτῶν ἤνεγκαν· καὶ οὐκ ἐβούλετο πιεῖν αὐτό. ταῦτα ἐποίησαν οἱ τρεῖς δυνατοί.
1Ch 11:20	καὶ Ἀβεισὰ ἀδελφὸς Ἰωάβ, οὗτος ἦν ἄρχων τῶν τριῶν, οὗτος ἐσπάσατο τὴν ῥομφαίαν αὐτοῦ ἐπὶ τριακοσίους τραυματίας ἐν καιρῷ ἑνί· καὶ οὗτος ἦν ὀνομαστὸς ἐν τοῖς τρισίν,
1Ch 11:21	ἀπὸ τῶν τριῶν ὑπὲρ τοὺς δύο ἔνδοξος, καὶ ἦν αὐτοῖς εἰς ἄρχοντα, καὶ ἕως τῶν τριῶν οὐκ ἤρχετο.
1Ch 11:22	καὶ Βαναιὰ υἱὸς Ἰωδάε υἱὸς ἀνδρὸς δυνατοῦ, πολλὰ ἔργα αὐτοῦ ὑπὲρ Καβασαήλ· οὗτος ἐπάταξεν τοὺς δύο ἀριὴλ Μωάβ, καὶ οὗτος κατέβη καὶ ἐπάταξεν τὸν λέοντα ἐν τῷ λάκκῳ ἐν ἡμέρᾳ χιόνος,
1Ch 11:23	καὶ οὗτος ἐπάταξεν τὸν ἄνδρα τὸν Αἰγύπτιον, ἄνδρα ὁρατὸν πεντάπηχυν· καὶ ἐν χειρὶ τοῦ Αἰγυπτίου δόρυ ὡς ἀντίον ὑφαινόντων· καὶ κατέβη ἐπ᾽ αὐτὸν Βαναίας ἐν ῥάβδῳ καὶ ἀφείλατο ἐκ τῆς χειρὸς τοῦ Αἰγυπτίου τὸ δόρυ, καὶ ἀπέκτεινεν αὐτὸν ἐν τῷ δόρατι αὐτοῦ.
1Ch 11:24	ταῦτα ἐποίησεν Βαναίας υἱὸς Ἰωάδ, καὶ τούτῳ ὄνομα ἐν τοῖς τρισὶν τοῖς δυνατοῖς·
1Ch 11:25	ὑπὲρ τοὺς τριάκοντα ἔνδοξος οὗτος, καὶ πρὸς τοὺς τρεῖς οὐκ ἤρχετο, καὶ κατέστησεν αὐτὸν Δαυεὶδ ἐπὶ τὴν πατριὰν αὐτοῦ.
1Ch 11:26	Καὶ δυνατοὶ τῶν δυνάμεων· Ἀσαὴλ ἀδελφὸς Ἰωάβ, Ἐλεανὰν υἱὸς Δωδῶε Βαιθλάεμ,
1Ch 11:27	Σαμαὼθ ὁ Ἁδί, Χέλλης ὁ Φελωνεί,
1Ch 11:28	Ὠραὶ υἱὸς Ἐκτὴς ὁ Θεκώ, Ἀβιέζερ ὁ Ἀναθωθεί,
1Ch 11:29	Σοβοχαὶ ὁ Ἁθεί, Ἠλεὶ ὁ Ἀχωνεί,
1Ch 11:30	Νεερὲ ὁ Νεθωφατεί, Χθάοδ υἱὸς Νοοζὰ ὁ Νετωφατεί,
1Ch 11:31	Αἰρεὶ υἱὸς Ῥεβιὲ ἐκ βουνοῦ Βενιαμείν, Βαναίας ὁ Φαραθωνεί,
1Ch 11:32	Οὑρεὶ ἐκ ναχαλεὶ Γάας, Ἀβιὴλ ὁ Γαραβαιθθί,
1Ch 11:33	Ἀζβὼν ὁ Βεερμείν, Σαμαβὰ ὁ Ὁμεί·
1Ch 11:34	Βενναίας ὁ Σομολογεννουνείν, Ἰωναθὰν υἱὸς Σωλὰ ὁ Ἁραχεί,
1Ch 11:35	Ἀχεὶμ υἱὸς Ἀχὰρ ὁ Ἁραρεί, Ἐλφὰτ υἱὸς Σθύρ,
1Ch 11:36	Ὅφαρ Μοχόρ, Ἀχειὰ ὁ Φεδωνεί,
1Ch 11:37	Ἡσερὲ ὁ Χαρμαδαί, Νααραὶ υἱὸς Ἀζωβαί,
1Ch 11:38	Ἰωὴλ υἱὸς Ναθάν, Μεβαὰλ υἱὸς Ἁγαρεί,
1Ch 11:39	Σέλη ὁ Ἀμμωνεί, Ναχὼρ ὁ Βερθεὶ αἴρων σκεύη υἱῷ Σαρουία,
1Ch 11:40	Ἰρὰ ὁ Ἠθηρεί, Γαρηοβαί, Ἰοθηρεί·
1Ch 11:41	Οὐρεὶ ὁ Χεττεί, Ζαβὲτ υἱὸς Ἀχαιά,
1Ch 11:42	Ἀδεινὰ υἱὸς Σαιζὰ τοῦ Ῥουβὴν ἄρχων καὶ ἐπ᾽ αὐτῷ τριάκοντα,
1Ch 11:43	Ἁνὰν υἱὸς Μοωχὰ καὶ Ἰωσαφὰτ ὁ Βαιθανεί,
1Ch 11:44	Ὀζειὰ ὁ Ἀσταρωθεί, Σαμαθὰ καὶ Ἰειά, υἱοὶ Κωθὰν τοῦ Ἀραρεί,
1Ch 11:45	Ἐλθειὴλ υἱὸς Σαμερεὶ καὶ Ἰωάζαε ὁ ἀδελφὸς αὐτοῦ ὁ Ἰεασεί,
1Ch 11:46	Λειὴλ ὁ Μιεὶ καὶ Ἰαριβεὶ καὶ Ἰωσειὰ υἱὸς αὐτοῦ, Ἐλλάαμ καὶ Ἐθεμὰ ὁ Μωαβείτης,
1Ch 11:47	Δαλειὴλ καὶ Ἰωβὴθ καὶ Ἐσσειὴλ ὁ Μειναβειά.
1Ch 12:1	Καὶ οὗτοι οἱ ἐλθόντες πρὸς Δαυεὶδ εἰς Σωκλά, ἔτι συνεχομένου ἀπὸ προσώπου Σαοὺλ υἱοῦ Κείς. καὶ οὗτοι ἐν τοῖς δυνατοῖς βοηθοῦντες ἐν πολέμῳ,
1Ch 12:2	καὶ τόξῳ ἐκ δεξιῶν καὶ ἐξ ἀριστερῶν, καὶ σφενδονῆται ἐν λίθοις καὶ τόξοις, ἐν τοῖς ἀδελφοῖς Σαοὺλ ἐκ Βενιαμείν·
1Ch 12:3	ὁ ἄρχων Ἀχιέζερ, καὶ Ἰωὰ ὁ υἱὸς Ἀμὰ τοῦ Γεβωθείτου, καὶ Ἰωὴλ καὶ Ἰωφάλητ υἱοὶ Ἀσμώθ, καὶ Βερχειά, καὶ Ἰηοὺλ ὁ Ἀναθωθεί,
1Ch 12:4	καὶ Σαμαίας ὁ Γαβαωνείτης δυνατὸς ἐν τοῖς τριάκοντα καὶ ἐπὶ τῶν τριάκοντα, Ἰερμίας καὶ Ἰεζὴλ καὶ Ἰωανὰν καὶ Ἰωαζαβὰβ ὁ Γαδαραθειείμ,
1Ch 12:5	Ἀζαὶ καὶ Ἀρειμοὺθ καὶ Βαδαιὰ καὶ Σαμαραιὰ καὶ Σαφατιὰ ὁ Χαραιφεί,
1Ch 12:6	Ἠλκανὰ καὶ Ἰησουνεὶ καὶ Ὀζρειὴλ καὶ Ἰωζάρα, Καινὰ καὶ Σοβοκὰμ καὶ οἱ Κορεῖται,
1Ch 12:7	καὶ Ἐλιὰ καὶ Ζαβιδιὰ υἱοὶ Ῥαὰμ καὶ οἱ τοῦ Γεδώρ.
1Ch 12:8	καὶ ἀπὸ τοῦ Γεδδεὶ ἐχωρίσθησαν πρὸς Δαυεὶδ ἀπὸ τῆς ἐρήμου ἰσχυροὶ δυνατοὶ ἄνδρες παρατάξεως πολέμου, αἴροντες θυρεοὺς καὶ δόρατα, καὶ πρόσωπον λέοντος πρόσωπα αὐτῶν, καὶ κοῦφοι ὡς δορκάδες ἐπὶ τῶν ὀρέων τῷ τάχει·
1Ch 12:9	Ἄζα ὁ ἄρχων, Ἀβδειὰ ὁ δεύτερος, Ἐλιὰβ ὁ τρίτος,
1Ch 12:10	Μασεμμανὴ ὁ τέταρτος, Ἰερεμειὰ ὁ πέμπτος,
1Ch 12:11	Ἐθοὶ ὁ ἕκτος, Ἐλιὰβ ὁ ἕβδομος,
1Ch 12:12	Ἰωὰν ὁ ὄγδοος, Ἐλιαζὲρ ὁ ἔνατος,
1Ch 12:13	Ἰερεμειὰ ὁ δέκατος, Μελχαβανναὶ ὁ ἑνδέκατος.
1Ch 12:14	οὗτοι ἐκ τῶν υἱῶν Γὰδ ἄρχοντες τῆς στρατιᾶς, εἷς τοῖς ἑκατὸν μικρὸς καὶ μέγας τοῖς χιλίοις.
1Ch 12:15	οὗτοι οἱ διαβάντες τὸν Ἰορδάνην ἐν τῷ μηνὶ τῷ πρώτῳ, καὶ οὗτος πεπληρωκὼς ἐπὶ πᾶσαν κρηπῖδα αὐτοῦ, καὶ ἐξεδίωξαν πάντας τοὺς κατοικοῦντας αὐλῶνας ἀπὸ ἀνατολῶν ἕως δυσμῶν.
1Ch 12:16	καὶ ἦλθον ἀπὸ τῶν υἱῶν Βενιαμεὶν καὶ Ἰούδα εἰς βοήθειαν τοῦ Δαυείδ.
1Ch 12:17	καὶ Δαυεὶδ ἐξῆλθεν εἰς ἀπάντησιν αὐτῶν καὶ εἶπεν αὐτοῖς Εἰ εἰς εἰρήνην ἥκατε πρὸς μέ, εἴη μοι καρδία καθ᾽ ἑαυτὴν ἐφ᾽ ὑμᾶς· καὶ εἰ τοῦ παραδοῦναί με τοῖς ἐχθροῖς μου οὐκ ἐν ἀληθείᾳ χειρός, ἴδοι ὁ θεὸς τῶν πατέρων ὑμῶν καὶ ἐλέγξαιτο.
1Ch 12:18	καὶ πνεῦμα ἐνέδυσε τὸν Ἀμασαὶ ἄρχοντα τῶν τριάκοντα, καὶ εἶπεν Πορεύου καὶ ὁ λαός σου, Δαυεὶδ υἱὸς Ἰεσσαί· εἰρήνη εἰρήνη σοι, καὶ εἰρήνη τοῖς βοηθοῖς σου· ὅτι ἐβοήθησέν σοι ὁ θεός σου. καὶ προσεδέξατο αὐτοὺς Δαυείδ, καὶ κατέστησεν αὐτοὺς ἄρχοντας τῶν δυνάμεων.
1Ch 12:19	καὶ ἀπὸ Μανασσὴ προσεχώρησαν πρὸς Δαυεὶδ ἐν τῷ ἐλθεῖν τοὺς ἀλλοφύλους ἐπὶ Σαοὺλ εἰς πόλεμον· καὶ οὐκ ἐβοήθησαν αὐτοῖς, ὅτι ἐν βουλῇ ἐγένετο παρὰ τῶν στρατηγῶν τῶν ἀλλοφύλων λεγόντων Ἐν ταῖς κεφαλαῖς τῶν ἀνδρῶν ἐκείνων ἐπιστρέψει πρὸς τὸν κύριον αὐτοῦ Σαούλ.
1Ch 12:20	ἐν τῷ πορευθῆναι αὐτὸν εἰς Σωγλὰμ προσεχώρησαν αὐτῷ ἀπὸ Μανασσὴ Ἐδνὰ καὶ Τωζαβὰθ καὶ Ῥωδιὴλ καὶ Μειχαὴλ καὶ Ἰωσαβαὶθ καὶ Ἐλιμοὺθ καὶ Σεμαθεί· ἀρχηγοὶ χιλιάδων εἰσὶν τοῦ Μανασσή.
1Ch 12:21	καὶ αὐτοὶ συνεμάχησαν τῷ Δαυεὶδ ἐπὶ τὸν γεδδούρ, ὅτι δυνατοὶ ἰσχύος πάντες· καὶ ἦσαν ἡγούμενοι ἐν τῇ στρατείᾳ ἐν τῇ δυνάμει,
1Ch 12:22	ὅτι ἡμέραν ἐξ ἡμέρας ἤρχοντο πρὸς Δαυεὶδ εἰς δύναμιν μεγάλην ὡς δύναμις θεοῦ.
1Ch 12:23	Καὶ ταῦτα τὰ ὀνόματα τῶν ἀρχόντων τῆς στρατείας, οἱ ἐλθόντες πρὸς Δαυεὶδ εἰς Χεβρὼν τοῦ ἀποστρέψαι τὴν βασιλείαν Σαοὺλ πρὸς αὐτὸν κατὰ τὸν λόγον Κυρίου.
