# NIV84 1 Chronicles — converted from PDF (AGES Digital Library transcription of the New International Version, 1984 edition); source PDF pages 926-1002
1:1	Adam, Seth, Enosh,
23:31	and whenever burnt offerings were presented to the LORD on Sabbaths and at New Moon festivals and at appointed feasts. They were to serve before the LORD regularly in the proper number and in the way prescribed for them.
23:32	And so the Levites carried out their responsibilities for the Tent of Meeting, for the Holy Place and, under their brothers the descendants of Aaron, for the service of the temple of the LORD.
24:1	These were the divisions of the sons of Aaron: The sons of Aaron were Nadab, Abihu, Eleazar and Ithamar.
24:2	But Nadab and Abihu died before their father did, and they had no sons; so Eleazar and Ithamar served as the priests.
24:3	With the help of Zadok a descendant of Eleazar and Ahimelech a descendant of Ithamar, David separated them into divisions for their appointed order of ministering.
24:4	A larger number of leaders were found among Eleazar’s descendants than among Ithamar’s, and they were divided accordingly: sixteen heads of families from Eleazar’s descendants and eight heads of families from Ithamar’s descendants.
24:5	They divided them impartially by drawing lots, for there were officials of the sanctuary and officials of God among the descendants of both Eleazar and Ithamar.
24:6	The scribe Shemaiah son of Nethanel, a Levite, recorded their names in the presence of the king and of the officials: Zadok the priest, Ahimelech son of Abiathar and the heads of families of the priests and of the Levites — one family being taken from Eleazar and then one from Ithamar.
24:7	The first lot fell to Jehoiarib, the second to Jedaiah,
24:8	the third to Harim, the fourth to Seorim,
24:9	the fifth to Malkijah, the sixth to Mijamin,
24:10	the seventh to Hakkoz, the eighth to Abijah,
24:11	the ninth to Jeshua, the tenth to Shecaniah,
24:12	the eleventh to Eliashib, the twelfth to Jakim,
24:13	the thirteenth to Huppah, the fourteenth to Jeshebeab,
24:14	the fifteenth to Bilgah, the sixteenth to Immer,
24:15	the seventeenth to Hezir, the eighteenth to Happizzez,
24:16	the nineteenth to Pethahiah, the twentieth to Jehezkel,
24:17	the twenty-first to Jakin, the twenty-second to Gamul,
24:18	the twenty-third to Delaiah and the twenty-fourth to Maaziah.
24:19	This was their appointed order of ministering when they entered the temple of the LORD, according to the regulations prescribed for them by their forefather Aaron, as the LORD, the God of Israel, had commanded him.
24:20	As for the rest of the descendants of Levi: from the sons of Amram: Shubael; from the sons of Shubael: Jehdeiah.
24:21	As for Rehabiah, from his sons: Isshiah was the first.
24:22	From the Izharites: Shelomoth; from the sons of Shelomoth: Jahath.
24:23	The sons of Hebron: Jeriah the first, [Two Hebrew manuscripts and some Septuagint manuscripts (see also 1 Chron. 23:19); most Hebrew manuscripts The sons of Jeriah:] Amariah the second, Jahaziel the third and Jekameam the fourth.
24:24	The son of Uzziel: Micah; from the sons of Micah: Shamir.
24:25	The brother of Micah: Isshiah; from the sons of Isshiah: Zechariah.
24:26	The sons of Merari: Mahli and Mushi. The son of Jaaziah: Beno.
24:27	The sons of Merari: from Jaaziah: Beno, Shoham, Zaccur and Ibri.
24:28	From Mahli: Eleazar, who had no sons.
24:29	From Kish: the son of Kish: Jerahmeel.
24:30	And the sons of Mushi: Mahli, Eder and Jerimoth. These were the Levites, according to their families.
24:31	They also cast lots, just as their brothers the descendants of Aaron did, in the presence of King David and of Zadok, Ahimelech, and the heads of families of the priests and of the Levites. The families of the oldest brother were treated the same as those of the youngest.
25:1	David, together with the commanders of the army, set apart some of the sons of Asaph, Heman and Jeduthun for the ministry of prophesying, accompanied by harps, lyres and cymbals. Here is the list of the men who performed this service:
25:2	From the sons of Asaph: Zaccur, Joseph, Nethaniah and Asarelah. The sons of Asaph were under the supervision of Asaph, who prophesied under the king’s supervision.
25:3	As for Jeduthun, from his sons: Gedaliah, Zeri, Jeshaiah, Shimei, [One Hebrew manuscript and some Septuagint manuscripts (see also verse 17); most Hebrew manuscripts do not have Shimei.] Hashabiah and Mattithiah, six in all, under the supervision of their father Jeduthun, who prophesied, using the harp in thanking and praising the LORD.
25:4	As for Heman, from his sons: Bukkiah, Mattaniah, Uzziel, Shubael and Jerimoth; Hananiah, Hanani, Eliathah, Giddalti and Romamti-Ezer; Joshbekashah, Mallothi, Hothir and Mahazioth.
25:5	All these were sons of Heman the king’s seer. They were given to him through the promises of God to exalt him. [Hebrew exalt the horn] God gave Heman fourteen sons and three daughters.
25:6	All these men were under the supervision of their fathers for the music of the temple of the LORD, with cymbals, lyres and harps, for the ministry at the house of God. Asaph, Jeduthun and Heman were under the supervision of the king.
25:7	Along with their relatives — all of them trained and skilled in music for the LORD — they numbered 288.
25:8	Young and old alike, teacher as well as student, cast lots for their duties.
25:9	The first lot, which was for Asaph, fell to Joseph, his sons and relatives, [See Septuagint; Hebrew does not have his sons and relatives.] 12 [See the total in verse 7; Hebrew does not have twelve.] the second to Gedaliah, he and his relatives and sons, 12
25:10	the third to Zaccur, his sons and relatives, 12
25:11	the fourth to Izri, [A variant of Zeri] his sons and relatives, 12
25:12	the fifth to Nethaniah, his sons and relatives, 12
25:13	the sixth to Bukkiah, his sons and relatives, 12
25:14	the seventh to Jesarelah, [A variant of Asarelah] his sons and relatives, 12
25:15	the eighth to Jeshaiah, his sons and relatives, 12
25:16	the ninth to Mattaniah, his sons and relatives, 12
25:17	the tenth to Shimei, his sons and relatives, 12
25:18	the eleventh to Azarel, [A variant of Uzziel] his sons and relatives, 12
25:19	the twelfth to Hashabiah, his sons and relatives, 12
25:20	the thirteenth to Shubael, his sons and relatives, 12
25:21	the fourteenth to Mattithiah, his sons and relatives, 12
25:22	the fifteenth to Jerimoth, his sons and relatives, 12
25:23	the sixteenth to Hananiah, his sons and relatives, 12
25:24	the seventeenth to Joshbekashah, his sons and relatives, 12
25:25	the eighteenth to Hanani, his sons and relatives, 12
25:26	the nineteenth to Mallothi, his sons and relatives, 12
25:27	the twentieth to Eliathah, his sons and relatives, 12
